date,plot,surface,collar_notes,collar_location_notes,analyzer_id,chamber_id,soil_temp_c,water_temp_c,water_depth_cm,start_time,end_time,temp_start,temp_end,pressure_start,pressure_end,rh_start,rh_end,pneumatophore_count,notes_1,notes_2,...22,...23,...24,...25,...26,...27,datetime,date_only,flux_id,air_temp,temp_source
10/25/22,BL60,Water,W3,NA,Picarro,Floating 8 in,24.3,NA,14,11:28:30,11:32:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-25T11:28:30.000000Z,2022-10-25,Oct_25_22_BL60_W_W3_Floating8in_Picarro,24.944444444444443,Tree 30min
10/25/22,BL60,Water,W4,NA,Picarro,Floating 8 in,NA,NA,14,11:57:30,12:01:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-25T11:57:30.000000Z,2022-10-25,Oct_25_22_BL60_W_W4_Floating8in_Picarro,24.96,Tree 30min
10/25/22,BL60,Soil,S1,plot center,Picarro,2 ft soil,NA,NA,0,12:33:00,12:29:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-25T12:33:00.000000Z,2022-10-25,Oct_25_22_BL60_S_S1_2ftsoil_Picarro,26.02,Tree 30min
3/11/23,SRS6,Water,W1,boardwalk center,LGR2,Floating 8 in,25.6,NA,30,13:16:00,13:21:00,NA,NA,NA,NA,NA,NA,NA,ebulition seems limited here,JG,NA,NA,NA,NA,NA,NA,2023-03-11T13:16:00.000000Z,2023-03-11,Mar_11_23_SRS6_W_W1_Floating8in_LGR2,27.275,Tree 30min
3/11/23,SRS6,Water,W2,by pier (15LO?),LGR2,Floating 8 in,25.6,NA,20,13:31:00,13:37:00,NA,NA,NA,NA,NA,NA,NA,no visible bubbles once tide has come in a bit,NA,NA,NA,NA,NA,NA,NA,2023-03-11T13:31:00.000000Z,2023-03-11,Mar_11_23_SRS6_W_W2_Floating8in_LGR2,28.3,Tree 30min
3/11/23,SRS6,Water,W3,by tree 607 down boardwalk to tower,LGR2,Floating 8 in,25.7,NA,10,13:45:00,13:50:00,NA,NA,NA,NA,NA,NA,NA,???,NA,NA,NA,NA,NA,NA,NA,2023-03-11T13:45:00.000000Z,2023-03-11,Mar_11_23_SRS6_W_W3_Floating8in_LGR2,26.950000000000003,Tree 30min
3/11/23,SRS6,Soil,1,bare,LGR2,1 ft soil,24.5,NA,0,11:31:00,11:35:00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-11T11:31:00.000000Z,2023-03-11,Mar_11_23_SRS6_S_1_1ftsoil_LGR2,26.7,Tree 30min
3/11/23,SRS6,Soil,2,bare,LGR2,1 ft soil,25.2,NA,0,11:47:00,11:49:00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-11T11:47:00.000000Z,2023-03-11,Mar_11_23_SRS6_S_2_1ftsoil_LGR2,26.7,Tree 30min
3/11/23,SRS6,Soil,3,bare,LGR2,1 ft soil,25.2,NA,0,11:52:30,11:54:30,87.2,87.2,29.98,29.98,61.9,69.5,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-11T11:52:30.000000Z,2023-03-11,Mar_11_23_SRS6_S_3_1ftsoil_LGR2,26.7,Tree 30min
3/11/23,SRS6,Soil,4,pneum = 13,LGR2,1 ft soil,24.3,NA,0,11:59:30,12:01:30,84.2,83.7,29.98,29.98,61.5,67.5,13,NA,JG,NA,NA,NA,NA,NA,NA,2023-03-11T11:59:30.000000Z,2023-03-11,Mar_11_23_SRS6_S_4_1ftsoil_LGR2,26.7,Tree 30min
3/11/23,SRS6,Soil,5,pneum = 9 + 1 seedling,LGR2,1 ft soil,24.1,NA,0,12:08:00,12:10:00,81.4,81.1,29.98,29.98,69.6,73.2,9,NA,"Weather = sunny, dry, low tide",NA,NA,NA,NA,NA,NA,2023-03-11T12:08:00.000000Z,2023-03-11,Mar_11_23_SRS6_S_5_1ftsoil_LGR2,26.7,Tree 30min
3/11/23,SRS6,Soil,6,pneum = 7,LGR2,1 ft soil,24,NA,0,12:13:00,12:15:00,80.9,80.9,29.98,29.98,71.5,75.2,7,NA,Ebulition on flux 10 ft tide stared to time in first flush of water seems to degas sediment,NA,NA,NA,NA,NA,NA,2023-03-11T12:13:00.000000Z,2023-03-11,Mar_11_23_SRS6_S_6_1ftsoil_LGR2,27.1,Tree 30min
3/11/23,SRS6,Soil,7,pneum = 17,LGR2,1 ft soil,24.3,NA,0,12:20:00,12:22:00,81.8,82.5,29.98,29.98,76.9,81.3,17,NA,System time = 11:38:00,NA,NA,NA,NA,NA,NA,2023-03-11T12:20:00.000000Z,2023-03-11,Mar_11_23_SRS6_S_7_1ftsoil_LGR2,26.52,Tree 30min
3/11/23,SRS6,Soil,8,pneum = 7,LGR2,1 ft soil,24,NA,0,12:25:00,12:27:00,81.3,81,29.98,29.98,74.4,77.5,7,NA,Real time = 11:37:00,NA,NA,NA,NA,NA,NA,2023-03-11T12:25:00.000000Z,2023-03-11,Mar_11_23_SRS6_S_8_1ftsoil_LGR2,26.84,Tree 30min
3/11/23,SRS6,Soil,9,bare,LGR2,1 ft soil,23.8,NA,0,12:34:00,12:56:00,80,79.9,29.98,29.97,71.8,74.2,0,NA,Logging frequency = 15,NA,NA,NA,NA,NA,NA,2023-03-11T12:34:00.000000Z,2023-03-11,Mar_11_23_SRS6_S_9_1ftsoil_LGR2,27.083333333333332,Tree 30min
3/11/23,SRS6,Soil,10,bare,LGR2,1 ft soil,23.9,NA,0,12:44:00,12:46:00,79.2,79.2,29.97,29.97,74,77,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-11T12:44:00.000000Z,2023-03-11,Mar_11_23_SRS6_S_10_1ftsoil_LGR2,27.16,Tree 30min
3/12/23,SRS5,Soil,1 bare,Near river/dock,LGR3,1 ft soil,23.9,NA,0,11:20:00,11:27:00,24.9,24.7,1016,1016.1,65.5,68,0,"windy, 7 mph gusts",NA,NA,NA,NA,NA,NA,NA,2023-03-12T11:20:00.000000Z,2023-03-12,Mar_12_23_SRS5_S_1 bare_1ftsoil_LGR3,25.86,Tree 30min
3/12/23,SRS5,Soil,2 bare,inland,LGR3,1 ft soil,23,NA,0,11:30:00,11:32:00,24.4,24.5,1016.1,1016.1,68.2,73.8,0,"windy, 7 mph gusts",JG,NA,NA,NA,NA,NA,NA,2023-03-12T11:30:00.000000Z,2023-03-12,Mar_12_23_SRS5_S_2 bare_1ftsoil_LGR3,26.166666666666664,Tree 30min
3/12/23,SRS5,Soil,3 bare,inland,LGR3,1 ft soil,23.5,NA,0,11:36:01,11:38:00,NA,NA,NA,NA,NA,NA,0,"windy, 7 mph gusts",System time = 11:21,NA,NA,NA,NA,NA,NA,2023-03-12T11:36:01.000000Z,2023-03-12,Mar_12_23_SRS5_S_3 bare_1ftsoil_LGR3,26.32,Tree 30min
3/12/23,SRS5,Soil,4 bare,inland,LGR3,1 ft soil,23.7,NA,0,11:52:00,11:54:00,NA,NA,NA,NA,NA,NA,0,"windy, 7 mph gusts",Real time = 11:03,NA,NA,NA,NA,NA,NA,2023-03-12T11:52:00.000000Z,2023-03-12,Mar_12_23_SRS5_S_4 bare_1ftsoil_LGR3,27.125,Tree 30min
3/12/23,SRS5,Soil,5 bare,by tree 666,LGR3,1 ft soil,23.5,NA,0,12:02:00,12:05:00,25.1,25.4,1016.2,1016.2,68.6,74.5,0,"windy, 7 mph gusts",Logging frequency = 1 hz,NA,NA,NA,NA,NA,NA,2023-03-12T12:02:00.000000Z,2023-03-12,Mar_12_23_SRS5_S_5 bare_1ftsoil_LGR3,27.7,Tree 30min
3/12/23,SRS5,Soil,6,"by 619, pneum = 1",LGR3,1 ft soil,23.5,NA,0,12:11:00,12:13:00,25.2,25.4,1015.8,1015.9,73.3,75.5,1,"windy, 7 mph gusts",NA,NA,NA,NA,NA,NA,NA,2023-03-12T12:11:00.000000Z,2023-03-12,Mar_12_23_SRS5_S_6_1ftsoil_LGR3,27.7,Tree 30min
3/12/23,SRS5,Soil,7,pneum = 4,LGR3,1 ft soil,23.5,NA,0,12:19:00,12:21:00,25.4,25.8,1016,1015.9,70.4,78.2,4,"windy, 7 mph gusts",NA,NA,NA,NA,NA,NA,NA,2023-03-12T12:19:00.000000Z,2023-03-12,Mar_12_23_SRS5_S_7_1ftsoil_LGR3,28.025,Tree 30min
3/12/23,SRS5,Soil,8,"by tree 113, pneum = 5",LGR3,1 ft soil,23.6,NA,0,12:26:30,12:28:30,25.9,26,1016,1016,75.2,78.5,5,"windy, 7 mph gusts",NA,NA,NA,NA,NA,NA,NA,2023-03-12T12:26:30.000000Z,2023-03-12,Mar_12_23_SRS5_S_8_1ftsoil_LGR3,28.22,Tree 30min
3/12/23,SRS5,Soil,9,bare,LGR3,1 ft soil,23.5,NA,0,12:36:00,12:38:00,27,27.7,1017.3,1016.9,74.9,78.5,0,"windy, 7 mph gusts",NA,NA,NA,NA,NA,NA,NA,2023-03-12T12:36:00.000000Z,2023-03-12,Mar_12_23_SRS5_S_9_1ftsoil_LGR3,28.35,Tree 30min
3/12/23,SRS5,Soil,10,"behind plot, pneum = 7",LGR3,1 ft soil,23.5,NA,1,12:46:00,12:48:00,26.8,27,1015.3,1013.3,69.8,73.4,7,"windy, 7 mph gusts",NA,NA,NA,NA,NA,NA,NA,2023-03-12T12:46:00.000000Z,2023-03-12,Mar_12_23_SRS5_S_10_1ftsoil_LGR3,28.675,Tree 30min
3/12/23,SRS5,Soil,11,pneum = 5,LGR3,1 ft soil,23.4,NA,1,12:54:00,12:56:00,27.4,28.7,1016.4,1016.6,92.6,76.5,5,"windy, 7 mph gusts",NA,NA,NA,NA,NA,NA,NA,2023-03-12T12:54:00.000000Z,2023-03-12,Mar_12_23_SRS5_S_11_1ftsoil_LGR3,28.74,Tree 30min
3/12/23,SRS5,Soil,12,pneum = 20,LGR3,1 ft soil,23.3,NA,0.5,13:03:30,13:05:30,NA,NA,NA,NA,NA,NA,20,"windy, 7 mph gusts",JG,NA,NA,NA,NA,NA,NA,2023-03-12T13:03:30.000000Z,2023-03-12,Mar_12_23_SRS5_S_12_1ftsoil_LGR3,29,Tree 30min
3/12/23,SRS5,Soil,13,pneum = 11,LGR3,1 ft soil,24.8,NA,1,13:09:00,13:11:00,26.7,27,1014.8,1015.2,71.8,77,11,"windy, 7 mph gusts",System time = 14:54,NA,NA,NA,NA,NA,NA,2023-03-12T13:09:00.000000Z,2023-03-12,Mar_12_23_SRS5_S_13_1ftsoil_LGR3,29,Tree 30min
3/12/23,SRS5,Soil,14,pneum = 3,LGR3,1 ft soil,23.5,NA,0,13:15:30,13:17:30,26.6,26.8,1015.1,1015.3,72.3,75.4,2,"windy, 7 mph gusts",Real time = 14:36,NA,NA,NA,NA,NA,NA,2023-03-12T13:15:30.000000Z,2023-03-12,Mar_12_23_SRS5_S_14_1ftsoil_LGR3,29,Tree 30min
3/12/23,SRS5,Soil,13,bare,LGR3,1 ft soil,23.1,NA,2,13:25:30,13:27:30,27.2,27.3,1015.9,1015.4,70.6,73.5,0,"windy, 7 mph gusts",Weather = less windy on inland side -- water is less turbulen; maybe reason for lower pressure?,NA,NA,NA,NA,NA,NA,2023-03-12T13:25:30.000000Z,2023-03-12,Mar_12_23_SRS5_S_13_1ftsoil_LGR3,29,Tree 30min
3/12/23,SRS5,Soil,16,"bare, tree 340",LGR3,1 ft soil,23.4,NA,0,13:41:00,13:43:00,27.2,27.3,1015,1015,69.3,73.8,0,"windy, 7 mph gusts",NA,NA,NA,NA,NA,NA,NA,2023-03-12T13:41:00.000000Z,2023-03-12,Mar_12_23_SRS5_S_16_1ftsoil_LGR3,29,Tree 30min
3/12/23,SRS5,Water,Water 1,shark river off peir,LGR3,Floating 8 in,NA,25.9,NA,13:53:30,14:03:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-12T13:53:30.000000Z,2023-03-12,Mar_12_23_SRS5_W_Water 1_Floating8in_LGR3,29,Tree 30min
3/12/23,SRS5,Water,Water 2,shark river off peir,LGR3,Floating 8 in,NA,25.9,NA,14:13:00,14:18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-12T14:13:00.000000Z,2023-03-12,Mar_12_23_SRS5_W_Water 2_Floating8in_LGR3,28.766666666666666,Tree 30min
3/12/23,SRS5,Water,Water 3,"inland side of pier , near RHMA roots",LGR3,Floating 8 in,NA,25.9,10,14:24:00,14:29:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-12T14:24:00.000000Z,2023-03-12,Mar_12_23_SRS5_W_Water 3_Floating8in_LGR3,28.533333333333335,Tree 30min
3/12/23,SRS5,Water,Water 4,inland pier,LGR3,Floating 8 in,NA,25.7,12,14:34:00,14:39:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-12T14:34:00.000000Z,2023-03-12,Mar_12_23_SRS5_W_Water 4_Floating8in_LGR3,28.3,Tree 30min
3/12/23,SRS5,Water,Water 5,"inland, mid-plot",LGR3,Floating 8 in,NA,25.5,6,14:48:00,14:53:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-12T14:48:00.000000Z,2023-03-12,Mar_12_23_SRS5_W_Water 5_Floating8in_LGR3,28.3,Tree 30min
3/15/23,CP40,Water,Water 1,NA,LGR3,Floating 8 in,NA,23.7,NA,11:00:00,11:15:00,NA,NA,NA,NA,NA,NA,NA,???,NA,NA,NA,NA,NA,NA,NA,2023-03-15T11:00:00.000000Z,2023-03-15,Mar_15_23_CP40_W_Water 1_Floating8in_LGR3,22.7,Tree 30min
3/15/23,CP40,Water,Water 2,NA,LGR3,Floating 8 in,NA,23.7,NA,11:20:00,11:25:00,NA,NA,NA,NA,NA,NA,NA,NA,JG & JP,NA,NA,NA,NA,NA,NA,2023-03-15T11:20:00.000000Z,2023-03-15,Mar_15_23_CP40_W_Water 2_Floating8in_LGR3,22.7,Tree 30min
3/15/23,CP40,Water,Water 3,NA,LGR3,Floating 8 in,NA,23.7,NA,11:31:00,11:35:00,NA,NA,NA,NA,NA,NA,NA,"Plot center, ebulition possible due to sediment disruption",System time = 11:23,NA,NA,NA,NA,NA,NA,2023-03-15T11:31:00.000000Z,2023-03-15,Mar_15_23_CP40_W_Water 3_Floating8in_LGR3,22.7,Tree 30min
3/15/23,CP40,Water,Water 4,NA,LGR3,Floating 8 in,NA,23.7,NA,11:40:00,11:45:00,NA,NA,NA,NA,NA,NA,NA,NA,Real time = 11:04,NA,NA,NA,NA,NA,NA,2023-03-15T11:40:00.000000Z,2023-03-15,Mar_15_23_CP40_W_Water 4_Floating8in_LGR3,22.7,Tree 30min
3/15/23,CP40,Water,Water 5,NA,LGR3,Floating 8 in,NA,23.7,NA,11:48:30,11:53:30,NA,NA,NA,NA,NA,NA,NA,NA,Logging frequency = 15,NA,NA,NA,NA,NA,NA,2023-03-15T11:48:30.000000Z,2023-03-15,Mar_15_23_CP40_W_Water 5_Floating8in_LGR3,22.2,Tree 30min
3/15/23,CP40,Water,Water 6,NA,LGR3,Floating 8 in,NA,23.7,NA,12:00:00,12:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-15T12:00:00.000000Z,2023-03-15,Mar_15_23_CP40_W_Water 6_Floating8in_LGR3,22.2,Tree 30min
3/15/23,CP40,Water,Water 7,NA,LGR3,Floating 8 in,NA,23.7,NA,12:11:00,12:16:00,NA,NA,NA,NA,NA,NA,NA,23.4 C water temp,NA,NA,NA,NA,NA,NA,NA,2023-03-15T12:11:00.000000Z,2023-03-15,Mar_15_23_CP40_W_Water 7_Floating8in_LGR3,22.2,Tree 30min
3/15/23,CP40,Water,Water 8,NA,LGR3,Floating 8 in,NA,23.7,NA,12:20:00,12:21:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-15T12:20:00.000000Z,2023-03-15,Mar_15_23_CP40_W_Water 8_Floating8in_LGR3,22.2,Tree 30min
3/15/23,CP40,Water,Water 9,NA,LGR3,Floating 8 in,NA,23.7,NA,12:24:00,12:27:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-15T12:24:00.000000Z,2023-03-15,Mar_15_23_CP40_W_Water 9_Floating8in_LGR3,22.2,Tree 30min
3/15/23,CP40,Water,Water 10,NA,LGR3,Floating 8 in,NA,23.7,NA,12:30:30,12:33:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-15T12:30:30.000000Z,2023-03-15,Mar_15_23_CP40_W_Water 10_Floating8in_LGR3,22.2,Tree 30min
3/15/23,CP40,Water,Water 11,NA,LGR3,Floating 8 in,NA,23.7,NA,15:47:00,15:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-15T15:47:00.000000Z,2023-03-15,Mar_15_23_CP40_W_Water 11_Floating8in_LGR3,22.65,Tree 30min
3/15/23,CP40,Water,Water 12,NA,LGR3,Floating 8 in,NA,23.7,NA,16:16:00,16:19:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-15T16:16:00.000000Z,2023-03-15,Mar_15_23_CP40_W_Water 12_Floating8in_LGR3,22.8,Tree 30min
3/16/23,BL60,Soil,1,pneum = 0,LGR3,1 ft soil,20.8,NA,0,12:36:00,12:39:00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-16T12:36:00.000000Z,2023-03-16,Mar_16_23_BL60_S_1_1ftsoil_LGR3,28.1,Tree 30min
3/16/23,BL60,Soil,2,pneum = 6,LGR3,1 ft soil,20.8,NA,0,12:51:30,12:54:30,25.4,25.4,1022.7,1022.8,66.5,69.8,6,NA,Bear Lake,NA,NA,NA,NA,NA,NA,2023-03-16T12:51:30.000000Z,2023-03-16,Mar_16_23_BL60_S_2_1ftsoil_LGR3,28.1,Tree 30min
3/16/23,BL60,Soil,3,0,LGR3,1 ft soil,21.2,NA,0,13:01:00,13:04:00,25.6,25.7,1022.7,1022.6,64.5,67.8,0,NA,JG & JP,NA,NA,NA,NA,NA,NA,2023-03-16T13:01:00.000000Z,2023-03-16,Mar_16_23_BL60_S_3_1ftsoil_LGR3,28.1,Tree 30min
3/16/23,BL60,Soil,4,5,LGR3,1 ft soil,21.9,NA,0,13:15:00,13:18:00,27,NA,1022.7,NA,66.4,NA,5,NA,System time = 12:50,NA,NA,NA,NA,NA,NA,2023-03-16T13:15:00.000000Z,2023-03-16,Mar_16_23_BL60_S_4_1ftsoil_LGR3,28.1,Tree 30min
3/16/23,BL60,Soil,5,0,LGR3,1 ft soil,21.9,NA,0,13:23:30,13:26:30,27.4,27.6,1022.6,1022.6,63.8,64.2,0,NA,Real time = 12:31,NA,NA,NA,NA,NA,NA,2023-03-16T13:23:30.000000Z,2023-03-16,Mar_16_23_BL60_S_5_1ftsoil_LGR3,28.1,Tree 30min
3/16/23,BL60,Soil,6,9,LGR3,2 ft soil,21.8,NA,0,14:00:00,14:07:00,NA,NA,NA,NA,NA,NA,9,NA,Logging frequency = 1 sec,NA,NA,NA,NA,NA,NA,2023-03-16T14:00:00.000000Z,2023-03-16,Mar_16_23_BL60_S_6_2ftsoil_LGR3,28.1,Tree 30min
3/16/23,BL60,Soil,7,0,LGR3,2 ft soil,21.8,NA,0,14:15:30,14:18:30,30.2,30.7,1022.1,1022,46,47.1,0,NA,"Weather = sunny, low 80s, light breeze",NA,NA,NA,NA,NA,NA,2023-03-16T14:15:30.000000Z,2023-03-16,Mar_16_23_BL60_S_7_2ftsoil_LGR3,28.1,Tree 30min
3/16/23,BL60,Soil,8,19,LGR3,2 ft soil,21.7,NA,0,14:23:00,14:26:00,30.1,31.1,1021.9,1021.9,46.4,46.9,19,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-16T14:23:00.000000Z,2023-03-16,Mar_16_23_BL60_S_8_2ftsoil_LGR3,28.200000000000003,Tree 30min
3/16/23,BL60,Soil,9,3,LGR3,2 ft soil,21.6,NA,0,14:51:00,14:54:00,29.9,30,1021.6,1021.7,53.6,55,3,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-16T14:51:00.000000Z,2023-03-16,Mar_16_23_BL60_S_9_2ftsoil_LGR3,28.3,Tree 30min
3/16/23,BL60,Soil,10,7,LGR3,2 ft soil,21.6,NA,0,15:02:00,15:05:00,28.9,NA,1021.6,NA,46,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-16T15:02:00.000000Z,2023-03-16,Mar_16_23_BL60_S_10_2ftsoil_LGR3,28.3,Tree 30min
3/16/23,BL60,Soil,11,0,LGR3,2 ft soil,22.1,NA,0,15:15:00,15:18:00,28.2,NA,1021.5,NA,47.5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-16T15:15:00.000000Z,2023-03-16,Mar_16_23_BL60_S_11_2ftsoil_LGR3,28.3,Tree 30min
3/16/23,BL60,Soil,12,0,LGR3,2 ft soil,NA,NA,0,15:25:00,15:28:00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-16T15:25:00.000000Z,2023-03-16,Mar_16_23_BL60_S_12_2ftsoil_LGR3,28.3,Tree 30min
3/17/23,SE1,Water,1,open water,LGR2,Floating 8 in,20.6,NA,15,09:21:00,10:21:00,NA,NA,NA,NA,NA,NA,NA,NA,Real time = 9:22:00,NA,NA,NA,NA,NA,NA,2023-03-17T09:21:00.000000Z,2023-03-17,Mar_17_23_SE1_W_1_Floating8in_LGR2,26.6,Tree same-day
3/18/23,FLM30,Water,NA,NA,LGR1,Floating 8 in,NA,NA,20,11:03:00,NA,NA,NA,NA,NA,NA,NA,NA,water temp = 25.6,NA,NA,NA,NA,NA,NA,NA,2023-03-18T11:03:00.000000Z,2023-03-18,Mar_18_23_FLM30_W_NA_Floating8in_LGR1,27.025,Tree 30min
3/18/23,FLM30,Water,NA,NA,LGR1,Floating 8 in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA_FLM30_W_NA_Floating8in_LGR1,NA,Failed datetime
3/18/23,FLM30,Water,NA,NA,LGR1,Floating 8 in,28.1,NA,NA,12:47:00,12:50:00,NA,NA,NA,NA,NA,NA,NA,water temp = 30,JG,NA,NA,NA,NA,NA,NA,2023-03-18T12:47:00.000000Z,2023-03-18,Mar_18_23_FLM30_W_NA_Floating8in_LGR1,28.375,Tree 30min
3/18/23,FLM30,Water,NA,NA,LGR1,Floating 8 in,NA,NA,2,12:55:00,12:58:00,NA,NA,NA,NA,NA,NA,NA,very shallow water,System time = 11:33,NA,NA,NA,NA,NA,NA,2023-03-18T12:55:00.000000Z,2023-03-18,Mar_18_23_FLM30_W_NA_Floating8in_LGR1,28.30909090909091,Tree 30min
3/18/23,FLM30,Water,NA,NA,LGR1,Floating 8 in,NA,NA,17,13:01:00,13:04:00,NA,NA,NA,NA,NA,NA,NA,water temp = 30.5,Real time = 10:33,NA,NA,NA,NA,NA,NA,2023-03-18T13:01:00.000000Z,2023-03-18,Mar_18_23_FLM30_W_NA_Floating8in_LGR1,28.363636363636363,Tree 30min
3/18/23,FLM30,Water,NA,NA,LGR1,Floating 8 in,NA,NA,25,13:05:00,13:08:00,NA,NA,NA,NA,NA,NA,NA,water temp = 30.7,Logging frequency = 1 sec,NA,NA,NA,NA,NA,NA,2023-03-18T13:05:00.000000Z,2023-03-18,Mar_18_23_FLM30_W_NA_Floating8in_LGR1,28.39090909090909,Tree 30min
3/18/23,FLM30,Water,NA,NA,LGR1,Floating 8 in,NA,NA,21,13:12:00,13:15:00,NA,NA,NA,NA,NA,NA,NA,water temp = 30.1,NA,NA,NA,NA,NA,NA,NA,2023-03-18T13:12:00.000000Z,2023-03-18,Mar_18_23_FLM30_W_NA_Floating8in_LGR1,28.418181818181818,Tree 30min
3/18/23,FLM30,Water,NA,NA,LGR1,Floating 8 in,NA,NA,12,13:21:00,13:24:00,NA,NA,NA,NA,NA,NA,NA,"water temp = 31.4, near root (dead)",NA,NA,NA,NA,NA,NA,NA,2023-03-18T13:21:00.000000Z,2023-03-18,Mar_18_23_FLM30_W_NA_Floating8in_LGR1,28.60909090909091,Tree 30min
3/18/23,FLM30,Water,NA,NA,LGR1,Floating 8 in,NA,NA,20,13:27:00,13:33:00,NA,NA,NA,NA,NA,NA,NA,water temp = 31.3,NA,NA,NA,NA,NA,NA,NA,2023-03-18T13:27:00.000000Z,2023-03-18,Mar_18_23_FLM30_W_NA_Floating8in_LGR1,28.990909090909092,Tree 30min
3/18/23,FLM30,Water,NA,NA,LGR1,Floating 8 in,NA,NA,27,13:36:00,14:06:00,NA,NA,NA,NA,NA,NA,NA,water temp = 32.9,NA,NA,NA,NA,NA,NA,NA,2023-03-18T13:36:00.000000Z,2023-03-18,Mar_18_23_FLM30_W_NA_Floating8in_LGR1,29.34,Tree 30min
3/18/23,FLM30,Water,NA,NA,LGR1,Floating 8 in,NA,NA,22,14:09:00,14:19:00,NA,NA,NA,NA,NA,NA,NA,water temp = 33.4,NA,NA,NA,NA,NA,NA,NA,2023-03-18T14:09:00.000000Z,2023-03-18,Mar_18_23_FLM30_W_NA_Floating8in_LGR1,29.233333333333334,Tree 30min
3/18/23,FLM30,Water,NA,NA,LGR1,Floating 8 in,NA,NA,27,14:24:00,14:39:00,NA,NA,NA,NA,NA,NA,NA,water temp = 34.1,NA,NA,NA,NA,NA,NA,NA,2023-03-18T14:24:00.000000Z,2023-03-18,Mar_18_23_FLM30_W_NA_Floating8in_LGR1,28.9,Tree 30min
3/20/23,MI,Soil,biocrust 1008,NA,LGR3,1 ft soil,22.3,NA,0,13:25:00,13:27:00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-20T13:25:00.000000Z,2023-03-20,Mar_20_23_MI_S_biocrust 1008_1ftsoil_LGR3,26.8,Tree same-day
3/20/23,MI,Soil,biocrust,25°55.9122 / 81°37.6997,LGR3,1 ft soil,21.3,NA,0,13:31:00,13:33:00,26.7,27.9,1022.9,1023,63.2,65.6,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-20T13:31:00.000000Z,2023-03-20,Mar_20_23_MI_S_biocrust_1ftsoil_LGR3,26.8,Tree same-day
3/20/23,MI,Soil,biocrust,25°55.9119 / 81°39.7010,LGR3,1 ft soil,22,NA,0,13:36:30,13:38:30,27,28.1,1023.61,1023,62.5,67.7,0,NA,N 25°55.9150 / W 81°39.7026,NA,NA,NA,NA,NA,NA,2023-03-20T13:36:30.000000Z,2023-03-20,Mar_20_23_MI_S_biocrust_1ftsoil_LGR3,26.8,Tree same-day
3/20/23,MI,Soil,wetted surface 0.1 m water depth,25°55.9119 / 81°39.6905,LGR3,1 ft soil,23.1,NA,0,13:43:00,13:45:00,26.4,29.1,1022.9,1023,51.3,66.8,0,NA,JG & AS,NA,NA,NA,NA,NA,NA,2023-03-20T13:43:00.000000Z,2023-03-20,Mar_20_23_MI_S_wetted surface 0.1 m water depth_1ftsoil_LGR3,26.8,Tree same-day
