"no","index","flux_id","plot","date","start_time","end_time","component","status","species","analyzer","analyzer_id","chamber","chamber_class","chamber_vol","chamber_area","height","diameter","stem_temp","air_temp","soil_temp","lenticels","above","water_depth","datetime","date_only"
204,"Mar_23_204","Mar_23_204_SRS5_stem","SRS5","3/13/23","12:11:28","12:14:28","stem","alive","AVGE","LGR","LGR2","B5","B",NA,NA,"61",10.1,25.4,26.7,24.1,"","sediment",0,2023-03-13 12:11:28,2023-03-13
205,"Mar_23_205","Mar_23_205_SRS5_stem","SRS5","3/13/23","12:18:21","12:21:21","stem","alive","AVGE","LGR","LGR2","B5","B",NA,NA,"102",10.1,25.3,26.7,24.1,"","sediment",0,2023-03-13 12:18:21,2023-03-13
206,"Mar_23_206","Mar_23_206_SRS5_stem","SRS5","3/13/23","12:26:48","12:29:48","stem","dead","AVGE","LGR","LGR2","B5","B",NA,NA,"30",8.5,25.9,26.7,24.1,"","sediment",0,2023-03-13 12:26:48,2023-03-13
207,"Mar_23_207","Mar_23_207_SRS5_CWD","SRS5","3/13/23","12:32:04","12:35:04","CWD","","AVGE","LGR","LGR2","A5","A",NA,NA,"13.5",7.5,25.7,26.7,24.1,"","sediment",0,2023-03-13 12:32:04,2023-03-13
189,"Mar_23_189","Mar_23_189_SRS5_stem","SRS5","3/13/23","10:39:19","10:42:19","stem","alive","RHMA","LGR","LGR2","B5","B",NA,NA,"55",9,24.5,26.1,24,"","sediment",0,2023-03-13 10:39:19,2023-03-13
199,"Mar_23_199","Mar_23_199_SRS5_CWD","SRS5","3/13/23","12:43:30","12:46:30","CWD","","RHMA","LGR","LGR2","A5","A",NA,NA,"22",8.1,28.2,25.89,11,"","sediment",0,2023-03-13 12:43:30,2023-03-13
192,"Mar_23_192","Mar_23_192_SRS5_root","SRS5","3/13/23","11:02:07","11:05:47","root","alive","RHMA","LGR","LGR2","A5","A",NA,NA,"5",10.8,24.5,26.1,24,"","sediment",0,2023-03-13 11:02:07,2023-03-13
174,"Mar_23_174","Mar_23_174_SRS5_stem","SRS5","3/13/23","13:27:00","13:31:00","stem","alive","LARA","LGR","LGR3","D2","D",NA,NA,"100",35,27,25.8,24.1,"","sediment",0,2023-03-13 13:27:00,2023-03-13
197,"Mar_23_197","Mar_23_197_SRS5_root","SRS5","3/13/23","11:45:05","11:49:05","root","alive","RHMA","LGR","LGR2","A5","A",NA,NA,"11",7.2,25.7,26.6,24.1,"","sediment",0,2023-03-13 11:45:05,2023-03-13
185,"Mar_23_185","Mar_23_185_SRS5_stem","SRS5","3/13/23","11:40:00","11:49:00","stem","alive","RHMA","LGR","LGR3","C5","C",NA,NA,"55",18.5,25.6,26.6,23.9,"","sediment",0,2023-03-13 11:40:00,2023-03-13
169,"Mar_23_169","Mar_23_169_SRS5_stem","SRS5","3/13/23","12:24:15","12:33:30","stem","alive","LARA","LGR","LGR3","C5","C",NA,NA,"47",18.1,26.7,26.6,24.2,"","sediment",1,2023-03-13 12:24:15,2023-03-13
161,"Mar_23_161","Mar_23_161_CP40_stem","CP40","3/15/23","14:19:00","14:21:00","stem","dead","AVGE","LGR","LGR3","B2","B",NA,NA,"80",11,NA,22.2,23.9,"","sediment",10,2023-03-15 14:19:00,2023-03-15
129,"Mar_23_129","Mar_23_129_CP40_stem","CP40","3/15/23","12:13:50","12:16:50","stem","dead","AVGE","LGR","LGR2","C2","C",NA,NA,"13",17.2,22.1,22.2,23.1,"","sediment",8,2023-03-15 12:13:50,2023-03-15
130,"Mar_23_130","Mar_23_130_CP40_stem","CP40","3/15/23","12:24:40","12:27:40","stem","dead","AVGE","LGR","LGR2","C2","C",NA,NA,"58",17.3,23.4,22.2,23.1,"","sediment",8,2023-03-15 12:24:40,2023-03-15
131,"Mar_23_131","Mar_23_131_CP40_stem","CP40","3/15/23","12:32:00","12:35:00","stem","dead","AVGE","LGR","LGR2","C2","C",NA,NA,"108",16.4,22.9,22.2,23.1,"","sediment",NA,2023-03-15 12:32:00,2023-03-15
132,"Mar_23_132","Mar_23_132_CP40_stem","CP40","3/15/23","12:48:55","12:51:55","stem","dead","AVGE","LGR","LGR2","C2","C",NA,NA,"9",24.8,22.8,22.2,23,"","sediment",3,2023-03-15 12:48:55,2023-03-15
133,"Mar_23_133","Mar_23_133_CP40_stem","CP40","3/15/23","13:01:20","13:04:20","stem","dead","AVGE","LGR","LGR2","C2","C",NA,NA,"60",18.5,21.7,22.2,23,"","sediment",3,2023-03-15 13:01:20,2023-03-15
134,"Mar_23_134","Mar_23_134_CP40_stem","CP40","3/15/23","13:10:52","13:13:52","stem","dead","AVGE","LGR","LGR2","C2","C",NA,NA,"110",18,NA,22.2,23,"","sediment",3,2023-03-15 13:10:52,2023-03-15
136,"Mar_23_136","Mar_23_136_CP40_stem","CP40","3/15/23","10:59:55","11:02:55","stem","dead","AVGE","LGR","LGR2","C2","C",NA,NA,"62",31.6,22.3,22.7,22.9,"","sediment",0,2023-03-15 10:59:55,2023-03-15
137,"Mar_23_137","Mar_23_137_CP40_stem","CP40","3/15/23","11:16:00","11:19:00","stem","dead","AVGE","LGR","LGR2","C2","C",NA,NA,"120",27.1,24.7,22.7,22.9,"","sediment",0,2023-03-15 11:16:00,2023-03-15
138,"Mar_23_138","Mar_23_138_CP40_stem","CP40","3/15/23","11:22:31","11:25:31","stem","dead","AVGE","LGR","LGR2","C2","C",NA,NA,"17",78,22,22.7,22.9,"","sediment",0,2023-03-15 11:22:31,2023-03-15
139,"Mar_23_139","Mar_23_139_CP40_stem","CP40","3/15/23","11:34:00","11:37:00","stem","dead","AVGE","LGR","LGR2","C2","C",NA,NA,"60",32.5,23,22.7,22.9,"","sediment",0,2023-03-15 11:34:00,2023-03-15
141,"Mar_23_141","Mar_23_141_CP40_CWD","CP40","3/15/23","13:57:40","14:00:40","CWD","dead","AVGE","LGR","LGR2","C2","C",NA,NA,"123",21.5,23.1,22.2,23.9,"","sediment",24,2023-03-15 13:57:40,2023-03-15
142,"Mar_23_142","Mar_23_142_CP40_CWD","CP40","3/15/23","14:10:40","14:13:40","CWD","dead","AVGE","LGR","LGR2","B5","B",NA,NA,"59",10.6,24.5,22.2,NA,"","sediment",16,2023-03-15 14:10:40,2023-03-15
143,"Mar_23_143","Mar_23_143_CP40_CWD","CP40","3/15/23","14:22:33","14:25:33","CWD","dead","AVGE","LGR","LGR2","B5","B",NA,NA,"6",11.5,23.7,22.2,NA,"","sediment",20,2023-03-15 14:22:33,2023-03-15
144,"Mar_23_144","Mar_23_144_CP40_stem","CP40","3/15/23","14:38:20","14:41:20","stem","dead","AVGE","LGR","LGR2","C2","C",NA,NA,"30",NA,21,22.2,NA,"","sediment",10,2023-03-15 14:38:20,2023-03-15
145,"Mar_23_145","Mar_23_145_CP40_stem","CP40","3/15/23","14:54:02","14:57:02","stem","dead","AVGE","LGR","LGR2","C2","C",NA,NA,"78",23,22.9,22.3285714285714,NA,"","sediment",10,2023-03-15 14:54:02,2023-03-15
146,"Mar_23_146","Mar_23_146_CP40_stem","CP40","3/15/23","15:01:00","15:04:00","stem","dead","AVGE","LGR","LGR2","C2","C",NA,NA,"123",21.7,22.7,22.3469387755102,NA,"","sediment",10,2023-03-15 15:01:00,2023-03-15
147,"Mar_23_147","Mar_23_147_CP40_stem","CP40","3/15/23","15:17:03","15:20:03","stem","dead","AVGE","LGR","LGR2","C2","C",NA,NA,"",23.2,NA,22.5,NA,"","sediment",NA,2023-03-15 15:17:03,2023-03-15
150,"Mar_23_150","Mar_23_150_CP40_CWD","CP40","3/15/23","15:14:30","15:17:30","CWD","","AVGE","LGR","LGR3","B2","B",NA,NA,"70",19,NA,22.5,NA,"","sediment",22,2023-03-15 15:14:30,2023-03-15
151,"Mar_23_151","Mar_23_151_CP40_CWD","CP40","3/15/23","15:38:00","15:41","CWD","","AVGE","LGR","LGR3","B2","B",NA,NA,"55",25,NA,22.5,NA,"","sediment",12,2023-03-15 15:38:00,2023-03-15
154,"Mar_23_154","Mar_23_154_CP40_stem","CP40","3/15/23","12:57","13:00","stem","alive","AVGE","LGR","LGR3","C5","C",NA,NA,"50",29,24,NA,23,"","sediment",10,NA,NA
155,"Mar_23_155","Mar_23_155_CP40_stem","CP40","3/15/23","13:03:30","13:06:30","stem","alive","AVGE","LGR","LGR3","C5","C",NA,NA,"90",16,NA,22.2,23,"","sediment",10,2023-03-15 13:03:30,2023-03-15
156,"Mar_23_156","Mar_23_156_CP40_stem","CP40","3/15/23","13:12:00","13:15:00","stem","alive","AVGE","LGR","LGR3","C5","C",NA,NA,"120",15.25,NA,22.2,23,"","sediment",10,2023-03-15 13:12:00,2023-03-15
157,"Mar_23_157","Mar_23_157_CP40_stem","CP40","3/15/23","13:35:00","13:38:00","stem","alive","AVGE","LGR","LGR3","C5","C",NA,NA,"40",25,NA,22.2,22.7,"","sediment",10,2023-03-15 13:35:00,2023-03-15
158,"Mar_23_158","Mar_23_158_CP40_stem","CP40","3/15/23","13:41:00","13:44:00","stem","alive","AVGE","LGR","LGR3","C5","C",NA,NA,"90",26,NA,22.2,22.7,"","sediment",10,2023-03-15 13:41:00,2023-03-15
160,"Mar_23_160","Mar_23_160_CP40_stem","CP40","3/15/23","14:10:00","14:13:00","stem","dead","AVGE","LGR","LGR3","B2","B",NA,NA,"25",23,NA,22.2,23.9,"","sediment",10,2023-03-15 14:10:00,2023-03-15
162,"Mar_23_162","Mar_23_162_CP40_stem","CP40","3/15/23","14:24:00","14:27:00","stem","dead","AVGE","LGR","LGR3","B2","B",NA,NA,"120",10,NA,22.2,23.9,"","sediment",10,2023-03-15 14:24:00,2023-03-15
163,"Mar_23_163","Mar_23_163_CP40_stem","CP40","3/15/23","14:45:00","14:48:00","stem","dead","AVGE","LGR","LGR3","A6","A",NA,NA,"22",15,NA,22.2,23.7,"","sediment",10,2023-03-15 14:45:00,2023-03-15
164,"Mar_23_164","Mar_23_164_CP40_stem","CP40","3/15/23","14:53:00","14:56:00","stem","dead","AVGE","LGR","LGR3","A6","A",NA,NA,"75",12,NA,22.2,23.7,"","sediment",10,2023-03-15 14:53:00,2023-03-15
165,"Mar_23_165","Mar_23_165_CP40_stem","CP40","3/15/23","15:01:00","15:04:00","stem","dead","AVGE","LGR","LGR3","A6","A",NA,NA,"120",11.5,NA,22.2,23.7,"","sediment",10,2023-03-15 15:01:00,2023-03-15
166,"Mar_23_166","Mar_23_166_CP40_stem","CP40","3/15/23","15:51:00","15:54:00","stem","alive","AVGE","LGR","LGR3","C5","C",NA,NA,"15",33,NA,22.8,NA,"","sediment",NA,2023-03-15 15:51:00,2023-03-15
167,"Mar_23_167","Mar_23_167_CP40_stem","CP40","3/15/23","15:57:00","16:00:00","stem","alive","AVGE","LGR","LGR3","C5","C",NA,NA,"75",26.5,NA,22.8,NA,"","sediment",NA,2023-03-15 15:57:00,2023-03-15
135,"Mar_23_135","Mar_23_135_CP40_stem","CP40","3/15/23","10:53:37","10:56:37","stem","dead","AVGE","LGR","LGR2","C2","C",NA,NA,"13",35.2,22.9,22.7,22.9,"","sediment",0,2023-03-15 10:53:37,2023-03-15
148,"Mar_23_148","Mar_23_148_CP40_stem","CP40","3/15/23","15:22:22","15:25:22","stem","dead","AVGE","LGR","LGR2","C2","C",NA,NA,"",19.5,NA,22.5,NA,"","sediment",NA,2023-03-15 15:22:22,2023-03-15
159,"Mar_23_159","Mar_23_159_CP40_stem","CP40","3/15/23","13:50:00","13:53:00","stem","alive","AVGE","LGR","LGR3","C5","C",NA,NA,"125",25,NA,22.2,22.7,"","sediment",10,2023-03-15 13:50:00,2023-03-15
168,"Mar_23_168","Mar_23_168_CP40_stem","CP40","3/15/23","16:05:00","16:08:00","stem","alive","AVGE","LGR","LGR3","C5","C",NA,NA,"120",25,NA,22.8,NA,"","sediment",NA,2023-03-15 16:05:00,2023-03-15
140,"Mar_23_140","Mar_23_140_CP40_stem","CP40","3/15/23","11:47:45","11:51:45","stem","dead","AVGE","LGR","LGR2","C2","C",NA,NA,"120",26.5,20.3,22.5333333333333,22.9,"","sediment",0,2023-03-15 11:47:45,2023-03-15
113,"Mar_23_113","Mar_23_113_BL60_stem","BL60","3/16/23","12:14:30","12:17:30","stem","alive","COPE","LGR","LGR2","A6","A",NA,NA,"33",6.9,25.7,28.1,22.1,"","sediment",0,2023-03-16 12:14:30,2023-03-16
114,"Mar_23_114","Mar_23_114_BL60_stem","BL60","3/16/23","12:23:00","12:26:00","stem","alive","COPE","LGR","LGR2","A6","A",NA,NA,"83",8,25,28.1,22.1,"","sediment",0,2023-03-16 12:23:00,2023-03-16
115,"Mar_23_115","Mar_23_115_BL60_stem","BL60","3/16/23","12:52:17","12:55:17","stem","alive","COPE","LGR","LGR2","A6","A",NA,NA,"110",8.1,26.2,28.1,22.1,"","sediment",0,2023-03-16 12:52:17,2023-03-16
117,"Mar_23_117","Mar_23_117_BL60_stem","BL60","3/16/23","10:43:15","10:46:15","stem","dead","RHMA","LGR","LGR2","A1","A",NA,NA,"75",6.6,22.1,25.3,21.1,"","sediment",0,2023-03-16 10:43:15,2023-03-16
119,"Mar_23_119","Mar_23_119_BL60_stem","BL60","3/16/23","11:09:30","11:12:30","stem","alive","COPE","LGR","LGR2","A1","A",NA,NA,"10",5.9,22.9,25.3,26.2,"","sediment",0,2023-03-16 11:09:30,2023-03-16
121,"Mar_23_121","Mar_23_121_BL60_stem","BL60","3/16/23","11:38:30","11:41:30","stem","alive","COPE","LGR","LGR2","A1","A",NA,NA,"102",5,25.2,25.3,26.2,"","sediment",0,2023-03-16 11:38:30,2023-03-16
122,"Mar_23_122","Mar_23_122_BL60_stem","BL60","3/16/23","13:12:00","13:15:00","stem","alive","RHMA","LGR","LGR2","A6","A",NA,NA,"10",9.5,25.5,28.1,21.6,"","sediment",0,2023-03-16 13:12:00,2023-03-16
123,"Mar_23_123","Mar_23_123_BL60_stem","BL60","3/16/23","13:37:40","13:40:40","stem","alive","RHMA","LGR","LGR2","A4","A",NA,NA,"52",7.9,26.5,28.1,21.6,"","sediment",0,2023-03-16 13:37:40,2023-03-16
124,"Mar_23_124","Mar_23_124_BL60_root","BL60","3/16/23","13:53:12","13:56:12","root","alive","RHMA","LGR","LGR2","A4","A",NA,NA,"38",5,23.8,28.1,21.6,"","sediment",0,2023-03-16 13:53:12,2023-03-16
126,"Mar_23_126","Mar_23_126_BL60_stem","BL60","3/16/23","14:49:00","14:52:00","stem","dead","RHMA","LGR","LGR2","A4","A",NA,NA,"30",9.5,34.8,28.3,24,"","sediment",0,2023-03-16 14:49:00,2023-03-16
127,"Mar_23_127","Mar_23_127_BL60_stem","BL60","3/16/23","14:54:20","14:57:20","stem","dead","RHMA","LGR","LGR2","A4","A",NA,NA,"30",9.5,34.8,28.3,24,"","sediment",0,2023-03-16 14:54:20,2023-03-16
120,"Mar_23_120","Mar_23_120_BL60_stem","BL60","3/16/23","11:25:30","11:28:30","stem","alive","COPE","LGR","LGR2","A1","A",NA,NA,"55",5,22.4,25.3,26.2,"","sediment",0,2023-03-16 11:25:30,2023-03-16
128,"Mar_23_128","Mar_23_128_BL60_stem","BL60","3/16/23","15:05:20","15:08:20","stem","dead","RHMA","LGR","LGR2","A4","A",NA,NA,"85",12.5,25.5,28.3,24,"","sediment",0,2023-03-16 15:05:20,2023-03-16
95,"Mar_23_95","Mar_23_95_SE1_leaves","SE1","3/17/23","11:09:00","11:12:00","leaves","alive","RHMA","LGR","LGR2","LB","LB",NA,NA,"",NA,NA,26.8,NA,"","sediment",NA,2023-03-17 11:09:00,2023-03-17
96,"Mar_23_96","Mar_23_96_SE1_leaves","SE1","3/17/23","11:18:00","11:21:00","leaves","alive","RHMA","LGR","LGR2","LB","LB",NA,NA,"",NA,NA,27.8,NA,"","sediment",NA,2023-03-17 11:18:00,2023-03-17
97,"Mar_23_97","Mar_23_97_SE1_leaves","SE1","3/17/23","11:33:00","11:36:00","leaves","alive","RHMA","LGR","LGR2","LB","LB",NA,NA,"",NA,NA,28.9,NA,"","sediment",NA,2023-03-17 11:33:00,2023-03-17
98,"Mar_23_98","Mar_23_98_SE1_leaves","SE1","3/17/23","11:43:00","11:46:00","leaves","alive","RHMA","LGR","LGR2","LB","LB",NA,NA,"",NA,NA,28.0857142857143,NA,"","sediment",NA,2023-03-17 11:43:00,2023-03-17
100,"Mar_23_100","Mar_23_100_SE1_stem","SE1","3/17/23","11:18:30","11:21:30","stem","alive","RHMA","LGR","LGR3","HA","HA",NA,NA,"9.5",3.7,24.8,27.3,21.7,"","sediment",7,2023-03-17 11:18:30,2023-03-17
101,"Mar_23_101","Mar_23_101_SE1_root","SE1","3/17/23","11:46:15","11:49:15","root","alive","RHMA","LGR","LGR3","HA","HA",NA,NA,"24",2.4,27.8,27.3,21.7,"","sediment",7,2023-03-17 11:46:15,2023-03-17
102,"Mar_23_102","Mar_23_102_SE1_root","SE1","3/17/23","11:54:00","11:57:00","root","alive","RHMA","LGR","LGR3","HA","HA",NA,NA,"20",2.8,23.4,28.9,21.7,"","sediment",7,2023-03-17 11:54:00,2023-03-17
103,"Mar_23_103","Mar_23_103_SE1_stem","SE1","3/17/23","12:01:30","12:04:30","stem","alive","RHMA","LGR","LGR3","HA","HA",NA,NA,"51",4.1,23.9,28.2,21.7,"","sediment",10,2023-03-17 12:01:30,2023-03-17
104,"Mar_23_104","Mar_23_104_SE1_root","SE1","3/17/23","12:07:30","12:10:30","root","alive","RHMA","LGR","LGR3","HA","HA",NA,NA,"15",4.1,21.2,28.2,21.7,"","sediment",7,2023-03-17 12:07:30,2023-03-17
106,"Mar_23_106","Mar_23_106_SE1_stem","SE1","3/17/23","9:58:00","10:01:00","stem","alive","RHMA","LGR","LGR3","Hollow HB","HB",NA,NA,"80",3.5,23.3,26.6,20.3,"","sediment",15,2023-03-17 09:58:00,2023-03-17
107,"Mar_23_107","Mar_23_107_SE1_root","SE1","3/17/23","10:10:00","10:13:00","root","alive","RHMA","LGR","LGR3","HB","HB",NA,NA,"20",3.5,23.5,26.6,20.3,"","sediment",15,2023-03-17 10:10:00,2023-03-17
108,"Mar_23_108","Mar_23_108_SE1_root","SE1","3/17/23","10:34:30","10:37:30","root","alive","RHMA","LGR","LGR3","HA","HA",NA,NA,"74",2,22.9,26.6,20.3,"","sediment",15,2023-03-17 10:34:30,2023-03-17
109,"Mar_23_109","Mar_23_109_SE1_stem","SE1","3/17/23","10:52:30","10:55:30","stem","alive","RHMA","LGR","LGR3","HA","HA",NA,NA,"55",2.4,28.3,26.6,20.6,"","sediment",10,2023-03-17 10:52:30,2023-03-17
110,"Mar_23_110","Mar_23_110_SE1_stem","SE1","3/17/23","11:00:00","11:03:00","stem","alive","RHMA","LGR","LGR3","HA","HA",NA,NA,"31",3.2,24.1,26.6,20.6,"","sediment",10,2023-03-17 11:00:00,2023-03-17
111,"Mar_23_111","Mar_23_111_SE1_root","SE1","3/17/23","11:07:00","11:10:00","root","alive","RHMA","LGR","LGR3","HA","HA",NA,NA,"25",2.7,25.6,26.6,20.6,"","sediment",10,2023-03-17 11:07:00,2023-03-17
94,"Mar_23_94","Mar_23_94_SE1_leaves","SE1","3/17/23","10:50:00","11:00:00","leaves","alive","RHMA","LGR","LGR2","LB","LB",NA,NA,"",NA,NA,27.3,NA,"","sediment",NA,2023-03-17 10:50:00,2023-03-17
43,"Mar_23_43","Mar_23_43_FLM30_stem","FLM30","3/18/23","11:21:30","11:24:30","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"27",14.1,27.1,26.6,24,"","sediment",0,2023-03-18 11:21:30,2023-03-18
44,"Mar_23_44","Mar_23_44_FLM30_stem","FLM30","3/18/23","11:32:00","11:35:00","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"65",12.5,28.2,26.6,24,"","sediment",0,2023-03-18 11:32:00,2023-03-18
45,"Mar_23_45","Mar_23_45_FLM30_stem","FLM30","3/18/23","11:39:30","11:42:30","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"105",12.5,26.7,26.6,24,"","sediment",0,2023-03-18 11:39:30,2023-03-18
46,"Mar_23_46","Mar_23_46_FLM30_stem","FLM30","3/18/23","11:53:05","11:56:05","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"25",22.6,25.9,26.2,24.3,"","sediment",0,2023-03-18 11:53:05,2023-03-18
47,"Mar_23_47","Mar_23_47_FLM30_stem","FLM30","3/18/23","11:59:47","12:02:47","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"62",18.9,27.7,26.2,24.3,"","sediment",0,2023-03-18 11:59:47,2023-03-18
48,"Mar_23_48","Mar_23_48_FLM30_stem","FLM30","3/18/23","12:06:45","12:09:45","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"92",19.2,26.8,26.2,24.3,"","sediment",0,2023-03-18 12:06:45,2023-03-18
49,"Mar_23_49","Mar_23_49_FLM30_stem","FLM30","3/18/23","10:25:40","10:28:40","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"15",22,25.9,29.3,23.3,"","sediment",2,2023-03-18 10:25:40,2023-03-18
50,"Mar_23_50","Mar_23_50_FLM30_stem","FLM30","3/18/23","10:33:49","10:36:49","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"72",19.7,27.2,29.3,23.3,"","sediment",2,2023-03-18 10:33:49,2023-03-18
51,"Mar_23_51","Mar_23_51_FLM30_stem","FLM30","3/18/23","10:42:30","10:45:30","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"102",19.4,27.4,29.3,23.3,"","sediment",2,2023-03-18 10:42:30,2023-03-18
52,"Mar_23_52","Mar_23_52_FLM30_stem","FLM30","3/18/23","10:55:30","10:58:30","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"17",21.2,30.7,26.2,24.8,"","sediment",2,2023-03-18 10:55:30,2023-03-18
53,"Mar_23_53","Mar_23_53_FLM30_stem","FLM30","3/18/23","11:03:38","11:06:38","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"62",17.3,31.3,26.2,24.8,"","sediment",2,2023-03-18 11:03:38,2023-03-18
54,"Mar_23_54","Mar_23_54_FLM30_stem","FLM30","3/18/23","11:12:00","11:15:00","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"96",17.3,34.2,29.1,24.8,"","sediment",2,2023-03-18 11:12:00,2023-03-18
55,"Mar_23_55","Mar_23_55_FLM30_stem","FLM30","3/18/23","14:40:00","14:43:00","stem","dead","AVGE","LGR","LGR3","A?","A",NA,NA,"25",8.7,NA,28.8,NA,"","sediment",23,2023-03-18 14:40:00,2023-03-18
56,"Mar_23_56","Mar_23_56_FLM30_stem","FLM30","3/18/23","14:45:40","14:48:40","stem","dead","AVGE","LGR","LGR3","A?","A",NA,NA,"9",6.4,NA,28.4,NA,"","sediment",8,2023-03-18 14:45:40,2023-03-18
57,"Mar_23_57","Mar_23_57_FLM30_stem","FLM30","3/18/23","14:23:30","14:26:30","stem","dead","AVGE","LGR","LGR3","A?","A",NA,NA,"16",7.1,NA,27.8,NA,"","sediment",4,2023-03-18 14:23:30,2023-03-18
58,"Mar_23_58","Mar_23_58_FLM30_stem","FLM30","3/18/23","14:32:10","14:35:10","stem","dead","AVGE","LGR","LGR3","A?","A",NA,NA,"8",4.6,NA,27.6,27.1,"","sediment",6,2023-03-18 14:32:10,2023-03-18
59,"Mar_23_59","Mar_23_59_FLM30_stem","FLM30","3/18/23","13:27:50","13:30:50","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"50.2",15.9,30.2,29.4,25.8,"","sediment",1,2023-03-18 13:27:50,2023-03-18
60,"Mar_23_60","Mar_23_60_FLM30_stem","FLM30","3/18/23","13:32:45","13:35:45","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"70",13.9,32.6,29.4,25.8,"","sediment",1,2023-03-18 13:32:45,2023-03-18
62,"Mar_23_62","Mar_23_62_FLM30_stem","FLM30","3/18/23","13:51:50","13:54:50","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"25",13.9,NA,29.7,23.9,"","sediment",2,2023-03-18 13:51:50,2023-03-18
63,"Mar_23_63","Mar_23_63_FLM30_stem","FLM30","3/18/23","13:58:00","14:01:00","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"75",17.5,NA,29.7,23.9,"","sediment",2,2023-03-18 13:58:00,2023-03-18
64,"Mar_23_64","Mar_23_64_FLM30_stem","FLM30","3/18/23","14:07:35","14:10:35","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"110",11.2,NA,29.7,23.9,"","sediment",2,2023-03-18 14:07:35,2023-03-18
65,"Mar_23_65","Mar_23_65_FLM30_stem","FLM30","3/18/23","12:17:00","12:20:00","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"12",16.8,27,29.4,25.1,"","sediment",3,2023-03-18 12:17:00,2023-03-18
66,"Mar_23_66","Mar_23_66_FLM30_stem","FLM30","3/18/23","12:28:00","12:31:00","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"72",12.9,30.3,29.1,25.1,"","sediment",3,2023-03-18 12:28:00,2023-03-18
67,"Mar_23_67","Mar_23_67_FLM30_stem","FLM30","3/18/23","12:37:13","12:40:13","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"121",13.2,35.1,29.1,25.1,"","sediment",3,2023-03-18 12:37:13,2023-03-18
69,"Mar_23_69","Mar_23_69_FLM30_stem","FLM30","3/18/23","13:15:30","13:18:30","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"120",11.5,29,27.6,25.2,"","sediment",1,2023-03-18 13:15:30,2023-03-18
71,"Mar_23_71","Mar_23_71_FLM30_stem","FLM30","3/18/23","10:51:00","10:54:00","stem","dead","AVGE","LGR","LGR2","B7","B",NA,NA,"15",39,29.9,26.2,NA,"","sediment",9,2023-03-18 10:51:00,2023-03-18
72,"Mar_23_72","Mar_23_72_FLM30_stem","FLM30","3/18/23","10:59:30","11:02:30","stem","dead","AVGE","LGR","LGR2","C2","C",NA,NA,"60",36.5,32.2,26.2,NA,"","sediment",9,2023-03-18 10:59:30,2023-03-18
73,"Mar_23_73","Mar_23_73_FLM30_stem","FLM30","3/18/23","11:08:30","11:11:30","stem","dead","AVGE","LGR","LGR2","C2","C",NA,NA,"105",23,26.4,26.2,NA,"","sediment",9,2023-03-18 11:08:30,2023-03-18
74,"Mar_23_74","Mar_23_74_FLM30_stem","FLM30","3/18/23","11:18:00","11:21:00","stem","dead","AVGE","LGR","LGR2","A5","A",NA,NA,"70",44.5,35.4,26.2,NA,"","sediment",9,2023-03-18 11:18:00,2023-03-18
75,"Mar_23_75","Mar_23_75_FLM30_stem","FLM30","3/18/23","11:31:00","11:34:00","stem","dead","AVGE","LGR","LGR2","B7","B",NA,NA,"25",12.5,31.1,26.2,NA,"","sediment",15,2023-03-18 11:31:00,2023-03-18
76,"Mar_23_76","Mar_23_76_FLM30_stem","FLM30","3/18/23","11:36:30","11:39:30","stem","dead","AVGE","LGR","LGR2","B7","B",NA,NA,"65",12.5,4.6,26.2,NA,"","sediment",15,2023-03-18 11:36:30,2023-03-18
77,"Mar_23_77","Mar_23_77_FLM30_stem","FLM30","3/18/23","11:41:30","11:44:30","stem","dead","AVGE","LGR","LGR2","B7","B",NA,NA,"110",12.5,33.2,26.2,NA,"","sediment",15,2023-03-18 11:41:30,2023-03-18
78,"Mar_23_78","Mar_23_78_FLM30_stem","FLM30","3/18/23","14:06:30","14:09:30","stem","dead","AVGE","LGR","LGR2","C2","C",NA,NA,"15",29,7.8,29.7,25.7,"","sediment",0,2023-03-18 14:06:30,2023-03-18
