index,flux_id,date,plot,surface,collar_notes,collar_location_notes,analyzer_id,chamber_id,soil_temp_c,water_temp_c,water_depth_cm,start_time,end_time,temp_start,temp_end,pressure_start,pressure_end,rh_start,rh_end,pneumatophore_count,notes_1,notes_2,...24,...25,...26,...27,...28,...29,datetime,date_only,air_temp,temp_source,date_parsed,year,month,time_period,Diameter_cm,Height_cm,Chamber_Volume_cm3,Chamber_Volume_L,Offset_cm,Collar_Volume_cm3,Collar_Volume_L,Chamber+Collar_Volume_L,Ground_Surface_Area_cm2,analyzer_cell_volume_cm3,tubing_volume_cm3,filter_volume_cm3,chamber_volume_L,chamber_volume_cm3,surface_area_cm2,analyzer_cell_volume_L,tubing_volume_L,filter_volume_L,total_system_volume_cm3,total_system_volume_L
56,44854_SRS5_Water_56,10/20/22,SRS5,Water,surface water 3,plot river interface,Picarro,Floating 8 in,NA,NA,12,13:11:00,13:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-20T13:11:00Z,2022-10-20,20.522222222222226,Tree 30min,2022-10-20,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,35,29,849,3.37,3370,324.3,0.035,0.029,0.849,4283,4.283
57,44854_SRS5_Soil_57,10/20/22,SRS5,Soil,sediment 1,near water edge,LGR2,3 ft soil,23.4,NA,0,14:42:30,14:47:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-20T14:42:30Z,2022-10-20,18.057142857142857,Tree 30min,2022-10-20,2022,10,Oct_2022,23.5,91.4,39643.5,39.6,-2,-867.5,-0.87,38.7,433.7,70,29,849,38.7,38700,433.7,0.07,0.029,0.849,39648,39.648
58,44854_SRS5_Soil_58,10/20/22,SRS5,Soil,sediment 2,10m from water,LGR2,3 ft soil,23.4,NA,1,14:57:30,15:00:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-20T14:57:30Z,2022-10-20,18.14,Tree 30min,2022-10-20,2022,10,Oct_2022,23.5,91.4,39643.5,39.6,-2,-867.5,-0.87,38.7,433.7,70,29,849,38.7,38700,433.7,0.07,0.029,0.849,39648,39.648
59,44854_SRS5_Soil_59,10/20/22,SRS5,Soil,sediment 3,20m,LGR2,3 ft soil,23.4,NA,0.5,15:08:00,15:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-20T15:08:00Z,2022-10-20,18.575000000000003,Tree 30min,2022-10-20,2022,10,Oct_2022,23.5,91.4,39643.5,39.6,-2,-867.5,-0.87,38.7,433.7,70,29,849,38.7,38700,433.7,0.07,0.029,0.849,39648,39.648
60,44854_SRS5_Soil_60,10/20/22,SRS5,Soil,sediment 4,25m,LGR2,3 ft soil,NA,NA,0,15:19:00,15:32:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-20T15:19:00Z,2022-10-20,18.56,Tree 30min,2022-10-20,2022,10,Oct_2022,23.5,91.4,39643.5,39.6,-2,-867.5,-0.87,38.7,433.7,70,29,849,38.7,38700,433.7,0.07,0.029,0.849,39648,39.648
61,44854_SRS5_Soil_61,10/20/22,SRS5,Soil,sediment 5,30m,LGR2,3 ft soil,23,NA,1,15:30:30,15:33:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-20T15:30:30Z,2022-10-20,18.52,Tree 30min,2022-10-20,2022,10,Oct_2022,23.5,91.4,39643.5,39.6,-2,-867.5,-0.87,38.7,433.7,70,29,849,38.7,38700,433.7,0.07,0.029,0.849,39648,39.648
62,44854_SRS5_Soil_62,10/20/22,SRS5,Soil,sediment 6,40m,LGR2,3 ft soil,22.9,NA,1,15:45:30,15:48:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-20T15:45:30Z,2022-10-20,18.5,Tree 30min,2022-10-20,2022,10,Oct_2022,23.5,91.4,39643.5,39.6,-2,-867.5,-0.87,38.7,433.7,70,29,849,38.7,38700,433.7,0.07,0.029,0.849,39648,39.648
63,44854_SRS5_Soil_63,10/20/22,SRS5,Soil,sediment 7,50m,LGR2,3 ft soil,23,NA,0,15:55:30,15:59:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-20T15:55:30Z,2022-10-20,18.5,Tree 30min,2022-10-20,2022,10,Oct_2022,23.5,91.4,39643.5,39.6,-2,-867.5,-0.87,38.7,433.7,70,29,849,38.7,38700,433.7,0.07,0.029,0.849,39648,39.648
64,44854_SRS5_Soil_64,10/20/22,SRS5,Soil,sediment 8,30m,LGR2,3 ft soil,22.8,NA,1,16:09:45,16:12:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-20T16:09:45Z,2022-10-20,18.5,Tree 30min,2022-10-20,2022,10,Oct_2022,23.5,91.4,39643.5,39.6,-2,-867.5,-0.87,38.7,433.7,70,29,849,38.7,38700,433.7,0.07,0.029,0.849,39648,39.648
65,44855_SRS6_Soil_65,10/21/22,SRS6,Soil,1,near boardwalk,LGR3,3 ft soil,24.2,NA,0,15:01:30,15:08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-21T15:01:30Z,2022-10-21,16.8,Tree same-day,2022-10-21,2022,10,Oct_2022,23.5,91.4,39643.5,39.6,-2,-867.5,-0.87,38.7,433.7,70,29,849,38.7,38700,433.7,0.07,0.029,0.849,39648,39.648
66,44855_SRS6_Soil_66,10/21/22,SRS6,Soil,2,by tree 237,LGR3,3 ft soil,23.8,NA,NA,15:14:30,15:17:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-21T15:14:30Z,2022-10-21,16.8,Tree same-day,2022-10-21,2022,10,Oct_2022,23.5,91.4,39643.5,39.6,-2,-867.5,-0.87,38.7,433.7,70,29,849,38.7,38700,433.7,0.07,0.029,0.849,39648,39.648
67,44855_SRS6_Soil_67,10/21/22,SRS6,Soil,NA,231,LGR3,3 ft soil,24.1,NA,NA,15:23:00,15:26:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-21T15:23:00Z,2022-10-21,16.8,Tree same-day,2022-10-21,2022,10,Oct_2022,23.5,91.4,39643.5,39.6,-2,-867.5,-0.87,38.7,433.7,70,29,849,38.7,38700,433.7,0.07,0.029,0.849,39648,39.648
68,44855_SRS6_Soil_68,10/21/22,SRS6,Soil,NA,231,LGR3,3 ft soil,24.2,NA,NA,15:30:30,15:32:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-21T15:30:30Z,2022-10-21,16.8,Tree same-day,2022-10-21,2022,10,Oct_2022,23.5,91.4,39643.5,39.6,-2,-867.5,-0.87,38.7,433.7,70,29,849,38.7,38700,433.7,0.07,0.029,0.849,39648,39.648
69,44855_SRS6_Soil_69,10/21/22,SRS6,Soil,NA,near black mangrove litter trap,LGR3,3 ft soil,23.4,NA,NA,15:38:00,15:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-21T15:38:00Z,2022-10-21,16.8,Tree same-day,2022-10-21,2022,10,Oct_2022,23.5,91.4,39643.5,39.6,-2,-867.5,-0.87,38.7,433.7,70,29,849,38.7,38700,433.7,0.07,0.029,0.849,39648,39.648
70,44855_SRS6_Soil_70,10/21/22,SRS6,Soil,NA,black mangroves between plots,LGR3,3 ft soil,23.5,NA,NA,15:45:30,15:47:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-21T15:45:30Z,2022-10-21,16.8,Tree same-day,2022-10-21,2022,10,Oct_2022,23.5,91.4,39643.5,39.6,-2,-867.5,-0.87,38.7,433.7,70,29,849,38.7,38700,433.7,0.07,0.029,0.849,39648,39.648
71,44855_SRS6_Soil_71,10/21/22,SRS6,Soil,NA,NA,LGR3,3 ft soil,23.5,NA,NA,15:52:30,15:54:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-21T15:52:30Z,2022-10-21,16.8,Tree same-day,2022-10-21,2022,10,Oct_2022,23.5,91.4,39643.5,39.6,-2,-867.5,-0.87,38.7,433.7,70,29,849,38.7,38700,433.7,0.07,0.029,0.849,39648,39.648
72,44855_SRS6_Soil_72,10/21/22,SRS6,Soil,NA,NA,LGR3,3 ft soil,23.3,NA,NA,16:00:00,16:02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-21T16:00:00Z,2022-10-21,16.8,Tree same-day,2022-10-21,2022,10,Oct_2022,23.5,91.4,39643.5,39.6,-2,-867.5,-0.87,38.7,433.7,70,29,849,38.7,38700,433.7,0.07,0.029,0.849,39648,39.648
73,44855_SRS6_Soil_73,10/21/22,SRS6,Soil,NA,near tree 232,LGR3,3 ft soil,23.7,NA,NA,16:08:45,16:11:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-21T16:08:45Z,2022-10-21,16.8,Tree same-day,2022-10-21,2022,10,Oct_2022,23.5,91.4,39643.5,39.6,-2,-867.5,-0.87,38.7,433.7,70,29,849,38.7,38700,433.7,0.07,0.029,0.849,39648,39.648
74,44855_SRS6_Soil_74,10/21/22,SRS6,Soil,NA,NA,LGR3,3 ft soil,23.4,NA,NA,16:15:45,16:17:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-21T16:15:45Z,2022-10-21,16.8,Tree same-day,2022-10-21,2022,10,Oct_2022,23.5,91.4,39643.5,39.6,-2,-867.5,-0.87,38.7,433.7,70,29,849,38.7,38700,433.7,0.07,0.029,0.849,39648,39.648
75,44855_SRS6_Soil_75,10/21/22,SRS6,Soil,NA,NA,LGR3,3 ft soil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Failed datetime,2022-10-21,2022,10,Oct_2022,23.5,91.4,39643.5,39.6,-2,-867.5,-0.87,38.7,433.7,70,29,849,38.7,38700,433.7,0.07,0.029,0.849,39648,39.648
76,44857_CP40_Water_76,10/23/22,CP40,Water,N/A,near tree 808,LGR2,Floating 8 in,26.3,NA,23,11:28:00,11:31:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-23T11:28:00Z,2022-10-23,28,Tree 30min,2022-10-23,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,70,29,849,3.37,3370,324.3,0.07,0.029,0.849,4318,4.318
77,44857_CP40_Water_77,10/23/22,CP40,Water,N/A,near tree 801,LGR2,Floating 8 in,NA,NA,23,11:42:45,11:45:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-23T11:42:45Z,2022-10-23,28.34,Tree 30min,2022-10-23,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,70,29,849,3.37,3370,324.3,0.07,0.029,0.849,4318,4.318
78,44857_CP40_Water_78,10/23/22,CP40,Water,N/A,near tree 801,LGR2,Floating 8 in,NA,NA,23,11:47:00,11:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-23T11:47:00Z,2022-10-23,28.34,Tree 30min,2022-10-23,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,70,29,849,3.37,3370,324.3,0.07,0.029,0.849,4318,4.318
79,44857_CP40_Water_79,10/23/22,CP40,Water,N/A,slightly outside plot to east,LGR2,Floating 8 in,NA,NA,23,12:01:45,12:04:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-23T12:01:45Z,2022-10-23,29.18,Tree 30min,2022-10-23,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,70,29,849,3.37,3370,324.3,0.07,0.029,0.849,4318,4.318
80,44857_CP40_Water_80,10/23/22,CP40,Water,N/A,slightly outisde plot to NE,LGR2,Floating 8 in,NA,NA,NA,12:09:00,12:14:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-23T12:09:00Z,2022-10-23,29.733333333333334,Tree 30min,2022-10-23,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,70,29,849,3.37,3370,324.3,0.07,0.029,0.849,4318,4.318
81,44859_BL60_Water_81,10/25/22,BL60,Water,W1,NA,Picarro,Floating 8 in,24.2,NA,14,10:56:00,10:59:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-25T10:56:00Z,2022-10-25,24.771428571428572,Tree 30min,2022-10-25,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,35,29,849,3.37,3370,324.3,0.035,0.029,0.849,4283,4.283
82,44859_BL60_Water_82,10/25/22,BL60,Water,W2,NA,Picarro,Floating 8 in,24.3,NA,15,11:13:00,11:19:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-25T11:13:00Z,2022-10-25,24.9,Tree 30min,2022-10-25,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,35,29,849,3.37,3370,324.3,0.035,0.029,0.849,4283,4.283
83,44859_BL60_Water_83,10/25/22,BL60,Water,W3,NA,Picarro,Floating 8 in,24.3,NA,14,11:28:30,11:32:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-25T11:28:30Z,2022-10-25,24.944444444444443,Tree 30min,2022-10-25,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,35,29,849,3.37,3370,324.3,0.035,0.029,0.849,4283,4.283
84,44859_BL60_Water_84,10/25/22,BL60,Water,W4,NA,Picarro,Floating 8 in,NA,NA,14,11:57:30,12:01:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-25T11:57:30Z,2022-10-25,24.96,Tree 30min,2022-10-25,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,35,29,849,3.37,3370,324.3,0.035,0.029,0.849,4283,4.283
85,44859_BL60_Soil_85,10/25/22,BL60,Soil,S1,plot center,Picarro,2 ft soil,NA,NA,0,12:33:00,12:29:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-25T12:33:00Z,2022-10-25,26.02,Tree 30min,2022-10-25,2022,10,Oct_2022,23.5,61,26429.3,26.4,-2,-867.5,-0.87,25.6,433.7,35,29,849,25.6,25600,433.7,0.035,0.029,0.849,26513,26.513
86,44996_SRS6_Water_86,3/11/23,SRS6,Water,W1,boardwalk center,LGR2,Floating 8 in,25.6,NA,30,13:16:00,13:21:00,NA,NA,NA,NA,NA,NA,NA,ebulition seems limited here,JG,NA,NA,NA,NA,NA,NA,2023-03-11T13:16:00Z,2023-03-11,27.275,Tree 30min,2023-03-11,2023,03,March_2023,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,70,29,849,3.37,3370,324.3,0.07,0.029,0.849,4318,4.318
87,44996_SRS6_Water_87,3/11/23,SRS6,Water,W2,by pier (15LO?),LGR2,Floating 8 in,25.6,NA,20,13:31:00,13:37:00,NA,NA,NA,NA,NA,NA,NA,no visible bubbles once tide has come in a bit,NA,NA,NA,NA,NA,NA,NA,2023-03-11T13:31:00Z,2023-03-11,28.3,Tree 30min,2023-03-11,2023,03,March_2023,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,70,29,849,3.37,3370,324.3,0.07,0.029,0.849,4318,4.318
88,44996_SRS6_Water_88,3/11/23,SRS6,Water,W3,by tree 607 down boardwalk to tower,LGR2,Floating 8 in,25.7,NA,10,13:45:00,13:50:00,NA,NA,NA,NA,NA,NA,NA,???,NA,NA,NA,NA,NA,NA,NA,2023-03-11T13:45:00Z,2023-03-11,26.950000000000003,Tree 30min,2023-03-11,2023,03,March_2023,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,70,29,849,3.37,3370,324.3,0.07,0.029,0.849,4318,4.318
89,44996_SRS6_Soil_89,3/11/23,SRS6,Soil,1,bare,LGR2,1 ft soil,24.5,NA,0,11:31:00,11:35:00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-11T11:31:00Z,2023-03-11,26.7,Tree 30min,2023-03-11,2023,03,March_2023,23.5,30.5,13214.7,13.2,-2,-867.5,-0.87,12.3,433.7,70,29,849,12.3,12300,433.7,0.07,0.029,0.849,13248,13.248
90,44996_SRS6_Soil_90,3/11/23,SRS6,Soil,2,bare,LGR2,1 ft soil,25.2,NA,0,11:47:00,11:49:00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-11T11:47:00Z,2023-03-11,26.7,Tree 30min,2023-03-11,2023,03,March_2023,23.5,30.5,13214.7,13.2,-2,-867.5,-0.87,12.3,433.7,70,29,849,12.3,12300,433.7,0.07,0.029,0.849,13248,13.248
91,44996_SRS6_Soil_91,3/11/23,SRS6,Soil,3,bare,LGR2,1 ft soil,25.2,NA,0,11:52:30,11:54:30,87.2,87.2,29.98,29.98,61.9,69.5,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-11T11:52:30Z,2023-03-11,26.7,Tree 30min,2023-03-11,2023,03,March_2023,23.5,30.5,13214.7,13.2,-2,-867.5,-0.87,12.3,433.7,70,29,849,12.3,12300,433.7,0.07,0.029,0.849,13248,13.248
92,44996_SRS6_Soil_92,3/11/23,SRS6,Soil,4,pneum = 13,LGR2,1 ft soil,24.3,NA,0,11:59:30,12:01:30,84.2,83.7,29.98,29.98,61.5,67.5,13,NA,JG,NA,NA,NA,NA,NA,NA,2023-03-11T11:59:30Z,2023-03-11,26.7,Tree 30min,2023-03-11,2023,03,March_2023,23.5,30.5,13214.7,13.2,-2,-867.5,-0.87,12.3,433.7,70,29,849,12.3,12300,433.7,0.07,0.029,0.849,13248,13.248
93,44996_SRS6_Soil_93,3/11/23,SRS6,Soil,5,pneum = 9 + 1 seedling,LGR2,1 ft soil,24.1,NA,0,12:08:00,12:10:00,81.4,81.1,29.98,29.98,69.6,73.2,9,NA,"Weather = sunny, dry, low tide",NA,NA,NA,NA,NA,NA,2023-03-11T12:08:00Z,2023-03-11,26.7,Tree 30min,2023-03-11,2023,03,March_2023,23.5,30.5,13214.7,13.2,-2,-867.5,-0.87,12.3,433.7,70,29,849,12.3,12300,433.7,0.07,0.029,0.849,13248,13.248
94,44996_SRS6_Soil_94,3/11/23,SRS6,Soil,6,pneum = 7,LGR2,1 ft soil,24,NA,0,12:13:00,12:15:00,80.9,80.9,29.98,29.98,71.5,75.2,7,NA,Ebulition on flux 10 ft tide stared to time in first flush of water seems to degas sediment,NA,NA,NA,NA,NA,NA,2023-03-11T12:13:00Z,2023-03-11,27.1,Tree 30min,2023-03-11,2023,03,March_2023,23.5,30.5,13214.7,13.2,-2,-867.5,-0.87,12.3,433.7,70,29,849,12.3,12300,433.7,0.07,0.029,0.849,13248,13.248
95,44996_SRS6_Soil_95,3/11/23,SRS6,Soil,7,pneum = 17,LGR2,1 ft soil,24.3,NA,0,12:20:00,12:22:00,81.8,82.5,29.98,29.98,76.9,81.3,17,NA,System time = 11:38:00,NA,NA,NA,NA,NA,NA,2023-03-11T12:20:00Z,2023-03-11,26.52,Tree 30min,2023-03-11,2023,03,March_2023,23.5,30.5,13214.7,13.2,-2,-867.5,-0.87,12.3,433.7,70,29,849,12.3,12300,433.7,0.07,0.029,0.849,13248,13.248
96,44996_SRS6_Soil_96,3/11/23,SRS6,Soil,8,pneum = 7,LGR2,1 ft soil,24,NA,0,12:25:00,12:27:00,81.3,81,29.98,29.98,74.4,77.5,7,NA,Real time = 11:37:00,NA,NA,NA,NA,NA,NA,2023-03-11T12:25:00Z,2023-03-11,26.84,Tree 30min,2023-03-11,2023,03,March_2023,23.5,30.5,13214.7,13.2,-2,-867.5,-0.87,12.3,433.7,70,29,849,12.3,12300,433.7,0.07,0.029,0.849,13248,13.248
97,44996_SRS6_Soil_97,3/11/23,SRS6,Soil,9,bare,LGR2,1 ft soil,23.8,NA,0,12:34:00,12:56:00,80,79.9,29.98,29.97,71.8,74.2,0,NA,Logging frequency = 15,NA,NA,NA,NA,NA,NA,2023-03-11T12:34:00Z,2023-03-11,27.083333333333332,Tree 30min,2023-03-11,2023,03,March_2023,23.5,30.5,13214.7,13.2,-2,-867.5,-0.87,12.3,433.7,70,29,849,12.3,12300,433.7,0.07,0.029,0.849,13248,13.248
98,44996_SRS6_Soil_98,3/11/23,SRS6,Soil,10,bare,LGR2,1 ft soil,23.9,NA,0,12:44:00,12:46:00,79.2,79.2,29.97,29.97,74,77,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-11T12:44:00Z,2023-03-11,27.16,Tree 30min,2023-03-11,2023,03,March_2023,23.5,30.5,13214.7,13.2,-2,-867.5,-0.87,12.3,433.7,70,29,849,12.3,12300,433.7,0.07,0.029,0.849,13248,13.248
99,44997_SRS5_Soil_99,3/12/23,SRS5,Soil,1 bare,Near river/dock,LGR3,1 ft soil,23.9,NA,0,11:20:00,11:27:00,24.9,24.7,1016,1016.1,65.5,68,0,"windy, 7 mph gusts",NA,NA,NA,NA,NA,NA,NA,2023-03-12T11:20:00Z,2023-03-12,25.86,Tree 30min,2023-03-12,2023,03,March_2023,23.5,30.5,13214.7,13.2,-2,-867.5,-0.87,12.3,433.7,70,29,849,12.3,12300,433.7,0.07,0.029,0.849,13248,13.248
100,44997_SRS5_Soil_100,3/12/23,SRS5,Soil,2 bare,inland,LGR3,1 ft soil,23,NA,0,11:30:00,11:32:00,24.4,24.5,1016.1,1016.1,68.2,73.8,0,"windy, 7 mph gusts",JG,NA,NA,NA,NA,NA,NA,2023-03-12T11:30:00Z,2023-03-12,26.166666666666664,Tree 30min,2023-03-12,2023,03,March_2023,23.5,30.5,13214.7,13.2,-2,-867.5,-0.87,12.3,433.7,70,29,849,12.3,12300,433.7,0.07,0.029,0.849,13248,13.248
101,44997_SRS5_Soil_101,3/12/23,SRS5,Soil,3 bare,inland,LGR3,1 ft soil,23.5,NA,0,11:36:01,11:38:00,NA,NA,NA,NA,NA,NA,0,"windy, 7 mph gusts",System time = 11:21,NA,NA,NA,NA,NA,NA,2023-03-12T11:36:01Z,2023-03-12,26.32,Tree 30min,2023-03-12,2023,03,March_2023,23.5,30.5,13214.7,13.2,-2,-867.5,-0.87,12.3,433.7,70,29,849,12.3,12300,433.7,0.07,0.029,0.849,13248,13.248
102,44997_SRS5_Soil_102,3/12/23,SRS5,Soil,4 bare,inland,LGR3,1 ft soil,23.7,NA,0,11:52:00,11:54:00,NA,NA,NA,NA,NA,NA,0,"windy, 7 mph gusts",Real time = 11:03,NA,NA,NA,NA,NA,NA,2023-03-12T11:52:00Z,2023-03-12,27.125,Tree 30min,2023-03-12,2023,03,March_2023,23.5,30.5,13214.7,13.2,-2,-867.5,-0.87,12.3,433.7,70,29,849,12.3,12300,433.7,0.07,0.029,0.849,13248,13.248
103,44997_SRS5_Soil_103,3/12/23,SRS5,Soil,5 bare,by tree 666,LGR3,1 ft soil,23.5,NA,0,12:02:00,12:05:00,25.1,25.4,1016.2,1016.2,68.6,74.5,0,"windy, 7 mph gusts",Logging frequency = 1 hz,NA,NA,NA,NA,NA,NA,2023-03-12T12:02:00Z,2023-03-12,27.7,Tree 30min,2023-03-12,2023,03,March_2023,23.5,30.5,13214.7,13.2,-2,-867.5,-0.87,12.3,433.7,70,29,849,12.3,12300,433.7,0.07,0.029,0.849,13248,13.248
104,44997_SRS5_Soil_104,3/12/23,SRS5,Soil,6,"by 619, pneum = 1",LGR3,1 ft soil,23.5,NA,0,12:11:00,12:13:00,25.2,25.4,1015.8,1015.9,73.3,75.5,1,"windy, 7 mph gusts",NA,NA,NA,NA,NA,NA,NA,2023-03-12T12:11:00Z,2023-03-12,27.7,Tree 30min,2023-03-12,2023,03,March_2023,23.5,30.5,13214.7,13.2,-2,-867.5,-0.87,12.3,433.7,70,29,849,12.3,12300,433.7,0.07,0.029,0.849,13248,13.248
105,44997_SRS5_Soil_105,3/12/23,SRS5,Soil,7,pneum = 4,LGR3,1 ft soil,23.5,NA,0,12:19:00,12:21:00,25.4,25.8,1016,1015.9,70.4,78.2,4,"windy, 7 mph gusts",NA,NA,NA,NA,NA,NA,NA,2023-03-12T12:19:00Z,2023-03-12,28.025,Tree 30min,2023-03-12,2023,03,March_2023,23.5,30.5,13214.7,13.2,-2,-867.5,-0.87,12.3,433.7,70,29,849,12.3,12300,433.7,0.07,0.029,0.849,13248,13.248
106,44997_SRS5_Soil_106,3/12/23,SRS5,Soil,8,"by tree 113, pneum = 5",LGR3,1 ft soil,23.6,NA,0,12:26:30,12:28:30,25.9,26,1016,1016,75.2,78.5,5,"windy, 7 mph gusts",NA,NA,NA,NA,NA,NA,NA,2023-03-12T12:26:30Z,2023-03-12,28.22,Tree 30min,2023-03-12,2023,03,March_2023,23.5,30.5,13214.7,13.2,-2,-867.5,-0.87,12.3,433.7,70,29,849,12.3,12300,433.7,0.07,0.029,0.849,13248,13.248
107,44997_SRS5_Soil_107,3/12/23,SRS5,Soil,9,bare,LGR3,1 ft soil,23.5,NA,0,12:36:00,12:38:00,27,27.7,1017.3,1016.9,74.9,78.5,0,"windy, 7 mph gusts",NA,NA,NA,NA,NA,NA,NA,2023-03-12T12:36:00Z,2023-03-12,28.35,Tree 30min,2023-03-12,2023,03,March_2023,23.5,30.5,13214.7,13.2,-2,-867.5,-0.87,12.3,433.7,70,29,849,12.3,12300,433.7,0.07,0.029,0.849,13248,13.248
108,44997_SRS5_Soil_108,3/12/23,SRS5,Soil,10,"behind plot, pneum = 7",LGR3,1 ft soil,23.5,NA,1,12:46:00,12:48:00,26.8,27,1015.3,1013.3,69.8,73.4,7,"windy, 7 mph gusts",NA,NA,NA,NA,NA,NA,NA,2023-03-12T12:46:00Z,2023-03-12,28.675,Tree 30min,2023-03-12,2023,03,March_2023,23.5,30.5,13214.7,13.2,-2,-867.5,-0.87,12.3,433.7,70,29,849,12.3,12300,433.7,0.07,0.029,0.849,13248,13.248
109,44997_SRS5_Soil_109,3/12/23,SRS5,Soil,11,pneum = 5,LGR3,1 ft soil,23.4,NA,1,12:54:00,12:56:00,27.4,28.7,1016.4,1016.6,92.6,76.5,5,"windy, 7 mph gusts",NA,NA,NA,NA,NA,NA,NA,2023-03-12T12:54:00Z,2023-03-12,28.74,Tree 30min,2023-03-12,2023,03,March_2023,23.5,30.5,13214.7,13.2,-2,-867.5,-0.87,12.3,433.7,70,29,849,12.3,12300,433.7,0.07,0.029,0.849,13248,13.248
