index,flux_id,date,plot,surface,collar_notes,collar_location_notes,chamber_id,soil_temp_c,water_temp_c,water_depth_cm,start_time,end_time,temp_start,temp_end,pressure_start,pressure_end,rh_start,rh_end,pneumatophore_count,notes_1,notes_2,...24,...25,...26,...27,...28,...29,datetime,date_only,air_temp,temp_source,date_parsed,year,month,time_period,Diameter_cm,Height_cm,Chamber_Volume_cm3,Chamber_Volume_L,Offset_cm,Collar_Volume_cm3,Collar_Volume_L,Chamber+Collar_Volume_L,Ground_Surface_Area_cm2,analyzer_cell_volume_cm3,tubing_volume_cm3,filter_volume_cm3,chamber_volume_L,chamber_volume_cm3,surface_area_cm2,analyzer_cell_volume_L,tubing_volume_L,filter_volume_L,total_system_volume_cm3,total_system_volume_L,CH4_LM.flux,CH4_LM.C0,CH4_LM.Ct,CH4_LM.slope,CH4_LM.MAE,CH4_LM.RMSE,CH4_LM.AICc,CH4_LM.SE,CH4_LM.se.rel,CH4_LM.r2,CH4_LM.p.val,CH4_HM.flux,CH4_HM.C0,CH4_HM.Ci,CH4_HM.slope,CH4_HM.MAE,CH4_HM.RMSE,CH4_HM.AICc,CH4_HM.SE,CH4_HM.se.rel,CH4_HM.r2,CH4_HM.k,CH4_C0,CH4_Ct,CH4_MDF,CH4_prec,CH4_flux.term,CH4_nb.obs,CH4_k.max,CH4_k.mult,CH4_g.fact,CH4_HM.diagnose,CH4_LM.diagnose,CH4_best.flux,CH4_model,CH4_quality.check,CH4_HM.score,CH4_LM.score,CH4_RMSE.lim,CH4_MAE.lim,CH4_SE.lim,CH4_g.limit,CH4_g.reverse,CH4_k.ratio.lim,CH4_p.val.lim,CH4_MDF.lim,CH4_warn.nb.obs,CO2_LM.flux,CO2_LM.C0,CO2_LM.Ct,CO2_LM.slope,CO2_LM.MAE,CO2_LM.RMSE,CO2_LM.AICc,CO2_LM.SE,CO2_LM.se.rel,CO2_LM.r2,CO2_LM.p.val,CO2_HM.flux,CO2_HM.C0,CO2_HM.Ci,CO2_HM.slope,CO2_HM.MAE,CO2_HM.RMSE,CO2_HM.AICc,CO2_HM.SE,CO2_HM.se.rel,CO2_HM.r2,CO2_HM.k,CO2_C0,CO2_Ct,CO2_MDF,CO2_prec,CO2_flux.term,CO2_nb.obs,CO2_k.max,CO2_k.mult,CO2_g.fact,CO2_HM.diagnose,CO2_LM.diagnose,CO2_best.flux,CO2_model,CO2_quality.check,CO2_HM.score,CO2_LM.score,CO2_RMSE.lim,CO2_MAE.lim,CO2_SE.lim,CO2_g.limit,CO2_g.reverse,CO2_k.ratio.lim,CO2_p.val.lim,CO2_MDF.lim,CO2_warn.nb.obs,processing_date,timestamp_correction,primary_gas,measurement_type,notes
52,44852_FLM30_Water_52,10/18/22,FLM30,Water,surface 2,NA,Floating 8 in,NA,NA,10,11:23:00,11:28:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-18T11:23:00.000000Z,2022-10-18,26.725,Tree 30min,2022-10-18,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,35,29,849,3.37,3370,324.3,0.035,0.029,0.849,4283,4.283,11.897985458077299,2386.9981213614856,3291.4073643988527,2.2166893211700174,10.161795454225668,12.247240064389267,908.7912193236062,0.052005115692397394,0.43709177386069326,0.9978267303740402,1.605562040393285e-152,12.463655009633282,2380.0167212963847,12495.213563143787,2.3220780576635494,9.702381135221422,11.818783025854481,902.7482099905161,0.2057384986330303,1.6507075851667348,0.9979761297417518,2.2956330894688287e-4,2364.7131055,3268.1512762999996,0.0013123367679463292,0.1,5.367457380900486,115,22.166893211700174,1,1.047543305003114,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),12.463655009633282,HM,SE,1,3,0.1,0.1,0.009325048082403139,2,0.5,1,0.05,0.0013,60,0.2850277061747677,442.14135068274726,463.80734556015705,0.053102928621102385,0.6029800285850451,0.7707329864923884,272.6770229759256,0.0032727420969748382,1.1482189366419426,0.9851907887860176,1.9790502523235803e-105,0.32507816562495373,441.655820217706,534.0098302050691,0.06056464775700112,0.5730349391740486,0.7396029058347948,265.3418733743573,0.013720888911859819,4.220796830658187,0.9863629242957876,6.557879594539344e-4,441.15614971,464.10640458,3.280841919865823e-4,0.025,5.367457380900486,115,2.1241171448440954,1,1.1405142678502582,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),0.32507816562495373,HM,SE,1,3,0.025,0.025,0.0023312620206007847,2,0.5,1,0.05,3.3e-4,60,2025-09-08,-25220 seconds,CH4dry_ppb,soil water,"Timestamps corrected by -25220 seconds, CH4 focus, soil water measurements"
53,44852_FLM30_Water_53,10/18/22,FLM30,Water,surface 3,NA,Floating 8 in,NA,NA,10,12:06:00,12:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-18T12:06:00.000000Z,2022-10-18,27.357142857142858,Tree 30min,2022-10-18,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,35,29,849,3.37,3370,324.3,0.035,0.029,0.849,4283,4.283,8.91483898790924,3234.0578716841965,3996.3826319342015,1.6644645420305786,24.308997438203615,28.829202018190028,666.0544072223533,0.14081077198760913,1.5795099853018535,0.9833139233232727,1.6753323703270915e-61,13.79745411648802,3171.711417459638,4457.447440204587,2.5760838954393863,8.725500097695658,11.440238881441553,540.7634052252823,0.3047804575983974,2.2089615593226246,0.9973724004549216,0.0020035869337623772,3175.7399405,3950.5766439999998,0.0011668801991724343,0.1,5.355980114201473,69,16.644645420305782,1,1.5476952679909117,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),13.79745411648802,HM,SE,1,3,0.1,0.1,0.01203858530857692,2,0.5,1,0.05,0.0012,60,0.38056694002758434,444.8251750230732,477.36817458919836,0.0710545842055135,0.6987287489728778,0.8418403763288698,178.42399773794554,0.004111809727040432,1.0804432268190187,0.9921235720844814,1.9971639840451917e-72,0.40474431062567534,444.4895547334771,723.6245354817391,0.07556867314583354,0.6720332716667049,0.8270152590008152,178.2278832144632,0.01667168612032959,4.119066206158059,0.9923985429675212,2.70724482267542e-4,445.72787473,477.27933442,2.917200497931086e-4,0.025,5.355980114201473,69,2.8421833682205393,1,1.063529876232388,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),0.40474431062567534,HM,SE,1,3,0.025,0.025,0.00300964632714423,2,0.5,1,0.05,2.9e-4,60,2025-09-08,-25220 seconds,CH4dry_ppb,soil water,"Timestamps corrected by -25220 seconds, CH4 focus, soil water measurements"
54,44854_SRS5_Water_54,10/20/22,SRS5,Water,surface water 1,plot edge (river),Floating 8 in,NA,NA,9,12:50:00,12:55:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-20T12:50:00.000000Z,2022-10-20,20.788888888888888,Tree 30min,2022-10-20,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,35,29,849,3.37,3370,324.3,0.035,0.029,0.849,4283,4.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-08,-25220 seconds,CH4dry_ppb,soil water,"Timestamps corrected by -25220 seconds, CH4 focus, soil water measurements"
55,44854_SRS5_Water_55,10/20/22,SRS5,Water,surface water 2,plot center,Floating 8 in,NA,NA,6,13:01:00,13:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-20T13:01:00.000000Z,2022-10-20,20.6,Tree 30min,2022-10-20,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,35,29,849,3.37,3370,324.3,0.035,0.029,0.849,4283,4.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-08,-25220 seconds,CH4dry_ppb,soil water,"Timestamps corrected by -25220 seconds, CH4 focus, soil water measurements"
56,44854_SRS5_Water_56,10/20/22,SRS5,Water,surface water 3,plot river interface,Floating 8 in,NA,NA,12,13:11:00,13:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-20T13:11:00.000000Z,2022-10-20,20.522222222222226,Tree 30min,2022-10-20,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,35,29,849,3.37,3370,324.3,0.035,0.029,0.849,4283,4.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-08,-25220 seconds,CH4dry_ppb,soil water,"Timestamps corrected by -25220 seconds, CH4 focus, soil water measurements"
81,44859_BL60_Water_81,10/25/22,BL60,Water,W1,NA,Floating 8 in,24.2,NA,14,10:56:00,10:59:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-25T10:56:00.000000Z,2022-10-25,24.771428571428572,Tree 30min,2022-10-25,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,35,29,849,3.37,3370,324.3,0.035,0.029,0.849,4283,4.283,40.81461951379447,2756.3259594661845,4992.483952034732,7.554587812731582,76.65457529868814,89.16389486364312,1400.8324013563338,0.5197931882987004,1.2735465734845852,0.981373961828659,2.1063237662128135e-102,66.55008846916569,2548.4896532634057,6062.5037374882495,12.318098104906896,12.251312899677375,15.353193490125632,987.815821512774,0.5105341030197074,0.7671426361157289,0.999447744725016,0.0035054208121149703,2583.3453947,4828.426136,0.0018190663042437787,0.1,5.402626923604022,118,75.54587812731582,1,1.630545360019176,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),66.55008846916569,HM,,0,4,0.1,0.1,0.009205746178983234,2,0.5,1,0.05,0.0018,60,2.183675176692355,494.6076635739583,614.2472132672681,0.40418766788280347,3.2068743600422533,3.8074014915995456,656.5994963997443,0.022195770647730245,1.0164410386965383,0.9880552698582519,1.353097854679124e-113,2.8261319884751037,489.13966665848824,779.8440859927035,0.5231033029742923,2.000940392936392,2.8786387887688023,592.7504154894981,0.08048180947934958,2.847772496385604,0.993172002754356,0.001799433610855754,503.09213325,606.84960289,4.5476657606094466e-4,0.025,5.402626923604022,118,16.16750671531214,1,1.294208964153674,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE) | Intercept (HM),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),2.8261319884751037,HM,SE | Intercept (HM),1,3,0.025,0.025,0.0023014365447458084,2,0.5,1,0.05,4.5e-4,60,2025-09-08,-25220 seconds,CH4dry_ppb,soil water,"Timestamps corrected by -25220 seconds, CH4 focus, soil water measurements"
82,44859_BL60_Water_82,10/25/22,BL60,Water,W2,NA,Floating 8 in,24.3,NA,15,11:13:00,11:19:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-25T11:13:00.000000Z,2022-10-25,24.9,Tree 30min,2022-10-25,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,35,29,849,3.37,3370,324.3,0.035,0.029,0.849,4283,4.283,22.539700053867563,4402.6458209754155,5692.425759388458,4.174045108132823,10.873741085457302,13.924587188114021,914.0034290191976,0.08011297770211948,0.3554305403827811,0.9985996735031496,5.093291938993503e-159,24.247867658596796,4386.855759598232,13752.0173941418,4.490374456675666,9.487145267076926,11.944948053801058,881.8051519785212,0.2881674131156012,1.1884237293477424,0.9989695351558353,4.7947645026358526e-4,4371.1226674,5664.6093791,0.0017419243915097625,0.1,5.399965613680264,112,41.74045108132823,1,1.0757848418855127,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),24.247867658596796,HM,SE,1,3,0.1,0.1,0.00944911182523068,2,0.5,1,0.05,0.0017,60,1.708870717221496,538.7680881782727,636.5540907934939,0.31645955538906506,1.0777405790449646,1.3877063328870114,397.45856078923543,0.007983955646352237,0.467206533875985,0.9975828745164362,5.57259972352981e-146,1.8844867512542578,537.1531849304196,1079.2294192920788,0.3489812502657614,0.9520428382620553,1.1849202379149186,364.22336682368365,0.02912335126895414,1.5454261617690075,0.9982376900597023,6.437862945176271e-4,534.9242585,635.8580428,4.354810978774406e-4,0.025,5.399965613680264,112,12.658382215562604,1,1.1027673025600795,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),1.8844867512542578,HM,SE,1,3,0.025,0.025,0.00236227795630767,2,0.5,1,0.05,4.4e-4,60,2025-09-08,-25220 seconds,CH4dry_ppb,soil water,"Timestamps corrected by -25220 seconds, CH4 focus, soil water measurements"
83,44859_BL60_Water_83,10/25/22,BL60,Water,W3,NA,Floating 8 in,24.3,NA,14,11:28:30,11:32:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-25T11:28:30.000000Z,2022-10-25,24.944444444444443,Tree 30min,2022-10-25,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,35,29,849,3.37,3370,324.3,0.035,0.029,0.849,4283,4.283,40.982857731357555,2342.415058895668,4224.827107757595,7.590371164765832,21.92626181985435,26.802442703860255,571.3203588966991,0.26234651575202816,0.6401371946088005,0.9975880562923463,7.801961698894247e-78,41.262908115734604,2340.199139633328,127166.80262020788,7.642238859697967,22.6502705219178,27.6816281818577,577.4921707860477,1.0785040908225165,2.6137374704601957,0.9974289218661733,6.122283749302887e-5,2359.7434584000002,4275.178341100001,0.002168402394467768,0.1,5.399321962224742,60,75.90371164765833,1,1.0068333542334402,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),40.982857731357555,LM,RMSE | MAE | SE | AICc,4,0,0.1,0.1,0.012909944487358056,2,0.5,1,0.05,0.0022,60,2.2110270001978503,447.7209581776466,549.2771720662383,0.409500862453999,1.013009769479146,1.2291890744504068,201.46375496029435,0.012031495578426605,0.5441586908414047,0.9982559540849603,6.435723454378805e-82,2.233585063059249,447.546863213263,5249.413153920081,0.41367880609566765,1.0422951645413083,1.2677855655739865,207.47250423870284,0.049506298865029816,2.2164501224423074,0.9981454877101406,8.614958873308728e-5,450.14446242,549.08066211,5.42100598616942e-4,0.025,5.399321962224742,60,16.38003449815996,1,1.0102025270878103,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),2.2110270001978503,LM,RMSE | MAE | SE | AICc,4,0,0.025,0.025,0.003227486121839514,2,0.5,1,0.05,5.4e-4,60,2025-09-08,-25220 seconds,CH4dry_ppb,soil water,"Timestamps corrected by -25220 seconds, CH4 focus, soil water measurements"
84,44859_BL60_Water_84,10/25/22,BL60,Water,W4,NA,Floating 8 in,NA,NA,14,11:57:30,12:01:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-25T11:57:30.000000Z,2022-10-25,24.96,Tree 30min,2022-10-25,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,35,29,849,3.37,3370,324.3,0.035,0.029,0.849,4283,4.283,23.535493088306207,2385.9312873931917,3480.0790870059072,4.35915458013034,11.75173100447158,14.372353863118374,423.10363073118793,0.15148841474345626,0.6436594048616915,0.9979327097407314,1.1679494842679827e-67,23.748406808049214,2384.2286961755044,60469.025070213174,4.398589650095008,11.984146670973008,14.824507370568861,428.62203050269375,0.6334658879401778,2.667403725480535,0.9978015348287618,7.5727039168223e-5,2423.942254,3500.6083018,0.0021424983245189808,0.1,5.3990957777878315,51,43.591545801303404,1,1.009046494965886,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),23.535493088306207,LM,RMSE | MAE | SE | AICc | nb.obs,4,0,0.1,0.1,0.014002800840280098,2,0.5,1,0.05,0.0021,60,1.4220012744909212,460.18224085452323,526.2900364164428,0.26337767156143266,0.858842829664294,1.0212994623370077,153.39210019826956,0.010764766718192181,0.7570152651266776,0.9971426632311039,3.245676789312224e-64,1.4679005347906278,459.8242691795239,1542.768544284058,0.27187895810806856,0.8646303791529325,1.0089621620361828,154.51136410554838,0.0438245764575624,2.9855276579630967,0.9972112795420272,2.5105535377785226e-4,457.97112983,524.78185357,5.356245811297452e-4,0.025,5.3990957777878315,51,10.535106862457306,1,1.0322779318999826,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),1.4220012744909212,LM,MAE | SE | AICc | nb.obs,3,1,0.025,0.025,0.0035007002100700246,2,0.5,1,0.05,5.4e-4,60,2025-09-08,-25220 seconds,CH4dry_ppb,soil water,"Timestamps corrected by -25220 seconds, CH4 focus, soil water measurements"
85,44859_BL60_Soil_85,10/25/22,BL60,Soil,S1,plot center,2 ft soil,NA,NA,0,12:33:00,12:29:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-25T12:33:00.000000Z,2022-10-25,26.02,Tree 30min,2022-10-25,2022,10,Oct_2022,23.5,61,26429.3,26.4,-2,-867.5,-0.87,25.6,433.7,35,29,849,25.6,25600,433.7,0.035,0.029,0.849,26513,26.513,8.109367185685281,2346.0846738980986,2399.8157529359096,0.32564290325946155,1.3173378451375097,1.5995230620052512,112.76406577896165,0.15764988449959272,1.9440466918044792,0.9898951356960194,1.091617395772995e-27,8.182957930280054,2346.005009701531,5171.354582136334,0.32859804182627467,1.3234462563314244,1.608429173306403,115.81413819645284,0.6325246386428062,7.729779916162402,0.9897831532190409,1.1630349923145918e-4,2346.0012815,2400.1478814,0.015001588876450233,0.1,24.902637534907385,28,3.256429032594615,1,1.0090747826445294,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),8.182957930280054,HM,SE | AICc | nb.obs,2,2,0.1,0.1,0.01889822365046136,2,0.5,1,0.05,0.015,60,2.1736135910891656,512.2587432816963,526.6606813104283,0.08728447290140624,0.6177916044502813,0.8157336273117257,75.05518265148211,0.080399160964209307,3.6988709167908023,0.9643284744587113,1.4602426925545386e-20,2.3947548632300832,512.0287328511206,593.1656327797432,0.09616470784964945,0.6067641364451808,0.8079766738812344,77.2592512633932,0.33868321870903495,14.142709298112194,0.9650036624069173,0.0011852154560286017,510.96679028,526.29356932,0.0037503972191125583,0.025,24.902637534907385,28,3.491378916056249,1,1.101738999538601,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),2.3947548632300832,HM,SE | AICc | nb.obs,2,2,0.025,0.025,0.00472455591261534,2,0.5,1,0.05,0.0038,60,2025-09-08,-25220 seconds,CH4dry_ppb,soil water,"Timestamps corrected by -25220 seconds, CH4 focus, soil water measurements"
