flux_id,index,plot,date,start_time,end_time,measurement_type,component,analyzer_source,data_source,species,status,height,height_corrected,diameter,lenticels,above,chamber_class,surface_type,collar_id,collar_location,chamber_id,pneumatophore_count,collar_offset_cm,collar_volume_cm3,air_temp,stem_temp,soil_temp,water_temp,water_depth,pressure_start,rh_start,chamber_volume_cm3,surface_area_cm2,total_system_volume_cm3,total_system_volume_L,analyzer_cell_volume_cm3,tubing_volume_cm3,CH4_best.flux,CH4_model,CH4_quality.check,CH4_flux_status,CH4_below_MDF,CH4_flagged,CH4_SNR,CH4_LM.flux,CH4_LM.SE,CH4_LM.r2,CH4_LM.p.val,CH4_HM.flux,CH4_HM.SE,CH4_HM.r2,CH4_MDF,CH4_prec,CH4_nb.obs,CH4_flux.term,CH4_LM.diagnose,CH4_HM.diagnose,CH4_LM.score,CH4_HM.score,CH4_g.fact,CH4_k.ratio.lim,CH4_MDF.lim,CH4_warn.nb.obs,CO2_best.flux,CO2_model,CO2_quality.check,CO2_flux_status,CO2_below_MDF,CO2_flagged,CO2_SNR,CO2_LM.flux,CO2_LM.SE,CO2_LM.r2,CO2_LM.p.val,CO2_HM.flux,CO2_HM.SE,CO2_HM.r2,CO2_MDF,CO2_prec,CO2_nb.obs,CO2_flux.term,CO2_LM.diagnose,CO2_HM.diagnose,CO2_LM.score,CO2_HM.score,CO2_g.fact,CO2_k.ratio.lim,CO2_MDF.lim,CO2_warn.nb.obs,year,month,month_year,season,disturbance_level,pneumatophore_density,flux_status,notes,source_file,CH4_ebull_flux,CH4_diffusive_flux,CH4_ebullitive_fraction,CH4_n_ebull_events,ebullition_reprocessed
45002_SE1_Water_144,144,SE1,2023-03-17,09:21:00,10:21:00,surface,water,LGR2,original,NA,NA,NA,NA,NA,NA,NA,NA,water,1,open water,Floating 8 in,NA,2.54,463.3,26.6,NA,20.6,NA,15,NA,NA,3370,324.3,4318,4.318,70,29,0.494076024450561,HM,Intercept (LM),valid,FALSE,TRUE,154.0137127703519,0.9814739631492264,0.00481963972997019,0.9800299970200904,0,1.6120419754546949,0.01046687302356247,0.997210223643514,0.00578566064566618,0.9,846,5.412806959612141,Noise (LM.RMSE) | Noise (LM.MAE) | Intercept (LM),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.6424704434157211,1,0.0058,60,1.743557772897078,HM,Intercept (LM),valid,FALSE,TRUE,242.24894188608425,1.1226047305032565,0.0046918577572889,0.9854542310239668,0,1.743557772897078,0.00719738034487256,0.9988966490842294,0.00224997913998129,0.35,846,5.412806959612141,Noise (LM.RMSE) | Noise (LM.MAE) | Intercept (LM),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.5531359574045736,1,0.0022,60,2023,3,2023-03,dry,scrub,NA,valid,Real time = 9:22:00,LGR2_final_complete_dataset_soil.csv,0,0.494076024450561,0,0,TRUE
44997_SRS5_Water_115,115,SRS5,2023-03-12,13:53:30,14:03:30,surface,water,LGR3,original,NA,NA,NA,NA,NA,NA,NA,NA,water,Water 1,shark river off peir,Floating 8 in,NA,2.54,463.3,29,NA,NA,25.9,NA,NA,NA,3370,324.3,4318,4.318,70,29,0.4239598952685363,HM,Intercept (LM),valid,FALSE,TRUE,37.01980922145399,0.43366932842209366,0.00406713874521714,0.9531333091545536,0,0.7133004029067103,0.0192680734425107,0.9689224569590564,0.00868217147319289,0.9,560,5.373299456187157,Noise (LM.RMSE) | Noise (LM.MAE) | Intercept (LM),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.644802516936244,1,0.0087,60,1.1793896477037558,HM,Intercept (LM),valid,FALSE,TRUE,136.2812984648785,0.7912352994956589,0.00386154661595069,0.986860189232581,0,1.1793896477037558,0.00865408284914236,0.9977359960889732,0.00337640001735279,0.35,560,5.373299456187157,Noise (LM.RMSE) | Noise (LM.MAE) | Intercept (LM),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.4905675321304677,1,0.0034,60,2023,3,2023-03,dry,healthy,NA,valid,NA,LGR3_final_complete_dataset_soil.csv,0,0.4239598952685363,0,0,TRUE
44997_SRS5_Water_116,116,SRS5,2023-03-12,14:13:00,14:18:00,surface,water,LGR3,original,NA,NA,NA,NA,NA,NA,NA,NA,water,Water 2,shark river off peir,Floating 8 in,NA,2.54,463.3,28.766666666666666,NA,NA,25.9,NA,NA,NA,3370,324.3,4318,4.318,70,29,0.9704728219696852,HM,NA,valid,FALSE,FALSE,26.481743181719903,0.9711513876401864,0.01046087474501066,0.9656007902338404,3.478344277242779e-226,1.2485017772300393,0.04714575504575803,0.9698473937038568,0.01581437263309665,0.9,308,5.376886695252863,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.2855892429539644,1,0.016,60,1.8631133454440665,HM,NA,valid,FALSE,FALSE,140.95701944987206,1.5417041276025123,0.00526169608382696,0.9964367804409467,0,1.8631133454440665,0.01321759890153351,0.99893490742471,0.00615003380175981,0.35,308,5.376886695252863,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.2084765890465468,1,0.0062,60,2023,3,2023-03,dry,healthy,NA,valid,NA,LGR3_final_complete_dataset_soil.csv,0,0.9704728219696852,0,0,TRUE
44997_SRS5_Water_117,117,SRS5,2023-03-12,14:24:00,14:29:00,surface,water,LGR3,original,NA,NA,NA,NA,NA,NA,NA,NA,water,Water 3,"inland side of pier , near RHMA roots",Floating 8 in,NA,2.54,463.3,28.533333333333335,NA,NA,25.9,10,NA,NA,3370,324.3,4318,4.318,70,29,0.2684781712931346,HM,AICc,valid,FALSE,TRUE,11.059232170709976,0.2685720033765736,0.00627023503911597,0.8190876301582475,2.71126484931715e-152,0.3024855853508839,0.02735140927342201,0.8198764379572252,0.01199081482487339,0.9,406,5.382543543609833,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),3,1,1.1262737051812468,1,0.012,60,0.9415717370693368,HM,NA,valid,FALSE,FALSE,109.01135030797198,0.9045077385066552,0.00214816918957195,0.9977208189424328,0,0.9415717370693368,0.00863737339652493,0.9978300219591734,0.00466309465411742,0.35,406,5.382543543609833,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.0409769833742653,1,0.0047,60,2023,3,2023-03,dry,healthy,NA,valid,NA,LGR3_final_complete_dataset_soil.csv,0,0.2684781712931346,0,0,TRUE
44997_SRS5_Water_118,118,SRS5,2023-03-12,14:34:00,14:39:00,surface,water,LGR3,original,NA,NA,NA,NA,NA,NA,NA,NA,water,Water 4,inland pier,Floating 8 in,NA,2.54,463.3,28.3,NA,NA,25.7,12,NA,NA,3370,324.3,4318,4.318,70,29,0.28199966627583284,HM,Intercept,valid,FALSE,TRUE,10.990062825472275,0.20525100116369463,0.00492443045167024,0.7848329498171116,8.568955335089571e-161,0.24857241684542888,0.02261792501033742,0.7868407554513397,0.01022829580205618,0.9,477,5.38690245574959,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.2110655511355288,1,0.01,60,1.0781181711728156,HM,NA,valid,FALSE,FALSE,169.36195863885996,0.9942080786305252,0.00178206953464272,0.9984729985043862,0,1.0781181711728156,0.00636576347981277,0.998920100794917,0.00397767058968851,0.35,477,5.38690245574959,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.0843989244765266,1,0.004,60,2023,3,2023-03,dry,healthy,NA,valid,NA,LGR3_final_complete_dataset_soil.csv,0,0.28199966627583284,0,0,TRUE
44997_SRS5_Water_119,119,SRS5,2023-03-12,14:48:00,14:53:00,surface,water,LGR3,original,NA,NA,NA,NA,NA,NA,NA,NA,water,Water 5,"inland, mid-plot",Floating 8 in,NA,2.54,463.3,28.3,NA,NA,25.5,6,NA,NA,3370,324.3,4318,4.318,70,29,0.2456611207035244,HM,AICc,valid,FALSE,TRUE,16.062780192067176,0.21510539364834355,0.00335117216059745,0.8791918326985124,1.0684949680112193e-261,0.21708693178715815,0.01351490397000947,0.8790738797848102,0.00859680399529714,0.9,567,5.387330503719543,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),3,1,1.009211940738474,1,0.0086,60,1.0434715409432231,HM,NA,valid,FALSE,FALSE,214.25870626124845,1.0191738403962514,0.00122394807791174,0.9991843721176288,0,1.0434715409432231,0.00487014767871745,0.9992213987069374,0.00334320155372666,0.35,567,5.387330503719543,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.0238405849756946,1,0.0033,60,2023,3,2023-03,dry,healthy,NA,valid,NA,LGR3_final_complete_dataset_soil.csv,0,0.2456611207035244,0,0,TRUE
45000_CP40_Water_120,120,CP40,2023-03-15,11:00:00,11:15:00,surface,water,LGR3,original,NA,NA,NA,NA,NA,NA,NA,NA,water,Water 1,NA,Floating 8 in,NA,2.54,463.3,22.7,NA,NA,23.7,NA,NA,NA,3370,324.3,4318,4.318,70,29,2.6503097894434093,HM,NA,valid,FALSE,FALSE,107.75224901301236,2.60711407201461,0.00609893415409904,0.9969556101971428,0,2.6503097894434093,0.02459632920630133,0.9969687937781276,0.00887294986549922,0.9,559,5.481511250241745,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.0165684033132545,1,0.0089,60,0.4888531301641614,HM,MAE | AICc,valid,FALSE,TRUE,89.57989692324844,0.481328142677693,0.00133997187503943,0.9956940165381264,0,0.4888531301641614,0.00545717451073881,0.9956249504119308,0.00345059161436081,0.35,559,5.481511250241745,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),2,2,1.0156337991055453,1,0.0035,60,2023,3,2023-03,dry,ghost,NA,valid,???,LGR3_final_complete_dataset_soil.csv,0,2.6503097894434093,0,0,FALSE
45000_CP40_Water_121,121,CP40,2023-03-15,11:20:00,11:25:00,surface,water,LGR3,original,NA,NA,NA,NA,NA,NA,NA,NA,water,Water 2,NA,Floating 8 in,NA,2.54,463.3,22.7,NA,NA,23.7,NA,NA,NA,3370,324.3,4318,4.318,70,29,3.5892129817018503,HM,NA,valid,FALSE,FALSE,73.98347010733141,2.85651139609389,0.01369102555890547,0.9919106997773968,0,3.5892129817018503,0.04851371497572099,0.9954922799094702,0.01395745946168758,0.9,356,5.489934054930448,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.2565022448746,1,0.014,60,0.7399794492104591,HM,Intercept (LM),valid,FALSE,TRUE,44.98235621119109,0.6106892131208953,0.00391360256227623,0.9856294688826106,0,0.7399794492104591,0.01645043771687444,0.9881030105679456,0.00542790090176739,0.35,356,5.489934054930448,Noise (LM.RMSE) | Noise (LM.MAE) | Intercept (LM),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.2117120022946417,1,0.0054,60,2023,3,2023-03,dry,ghost,NA,valid,JG & JP,LGR3_final_complete_dataset_soil.csv,0,3.5892129817018503,0,0,FALSE
45000_CP40_Water_122,122,CP40,2023-03-15,11:31:00,11:35:00,surface,water,LGR3,original,NA,NA,NA,NA,NA,NA,NA,NA,water,Water 3,NA,Floating 8 in,NA,2.54,463.3,22.7,NA,NA,23.7,NA,NA,NA,3370,324.3,4318,4.318,70,29,121.79256994225705,LM,SE | g-fact. > 2 | Intercept,valid,FALSE,TRUE,16.743073253688262,121.79256994225705,7.274206359661472,0.43151140801815246,3.75060646235574e-47,2526.9003207976857,117.14056273561174,0.9172385265433488,0.01344774383370378,0.9,369,5.483691096632542,Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE) | Exaggerated curvature (g-fact),3,1,20.74757369842604,1,0.013,60,0.3327177795562547,HM,Intercept (LM),valid,FALSE,TRUE,29.33713618039631,0.23667684709099804,0.00248015294095812,0.9611550682649906,3.5797012891132244e-261,0.3327177795562547,0.01134118127653454,0.9690452413818536,0.00522967815755147,0.35,369,5.483691096632542,Noise (LM.RMSE) | Noise (LM.MAE) | Intercept (LM),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.4057893015125835,1,0.0052,60,2023,3,2023-03,dry,ghost,NA,valid,"Plot center, ebulition possible due to sediment disruption",LGR3_final_complete_dataset_soil.csv,0,121.79256994225705,0,0,FALSE
45000_CP40_Water_123,123,CP40,2023-03-15,11:40:00,11:45:00,surface,water,LGR3,original,NA,NA,NA,NA,NA,NA,NA,NA,water,Water 4,NA,Floating 8 in,NA,2.54,463.3,22.7,NA,NA,23.7,NA,NA,NA,3370,324.3,4318,4.318,70,29,12.564856993809975,LM,SE | g-fact. > 2 | Intercept (LM),valid,FALSE,TRUE,58.891863831605214,9.428797957658848,0.16010357533630545,0.9215895148837742,8.73295756718177e-165,25.04015434990233,0.5743587639516261,0.9857386341892852,0.01680224923045283,0.9,296,5.48873474861459,Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE) | Intercept (LM),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE) | Exaggerated curvature (g-fact),3,1,2.6557101406083956,1,0.017,60,0.21224247492825865,HM,AICc,valid,FALSE,TRUE,20.49390186857433,0.2096633759110847,0.00256579111821641,0.9576838049084296,3.600658417284542e-204,0.21224247492825865,0.0103563721681382,0.9576103175397824,0.00653420803406498,0.35,296,5.48873474861459,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),3,1,1.0123011422761203,1,0.0065,60,2023,3,2023-03,dry,ghost,NA,valid,Real time = 11:04,LGR3_final_complete_dataset_soil.csv,0,12.564856993809975,0,0,TRUE
45000_CP40_Water_124,124,CP40,2023-03-15,11:48:30,11:53:30,surface,water,LGR3,original,NA,NA,NA,NA,NA,NA,NA,NA,water,Water 5,NA,Floating 8 in,NA,2.54,463.3,22.2,NA,NA,23.7,NA,NA,NA,3370,324.3,4318,4.318,70,29,4.219827957643627,HM,Intercept (LM),valid,FALSE,TRUE,59.66249940346065,3.5762901803754987,0.037135950413003,0.9736460768737898,1.2508654320948892e-199,6.087914996573328,0.10203922157877628,0.9943625386380448,0.01971693149086968,0.9,252,5.49883311578699,Noise (LM.RMSE) | Noise (LM.MAE) | Intercept (LM),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.7022989437434626,1,0.02,60,0.05680987932744675,LM,SE | g-fact. > 2 | Intercept,valid,FALSE,TRUE,16.28120025434062,0.05680987932744675,0.00348929307667603,0.512694663721628,4.014272602386091e-41,0.14503616004572115,0.02684471024425084,0.5549980103081698,0.00766769557978265,0.35,252,5.49883311578699,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE) | Exaggerated curvature (g-fact),3,1,2.553009472344528,1,0.0077,60,2023,3,2023-03,dry,ghost,NA,valid,Logging frequency = 15,LGR3_final_complete_dataset_soil.csv,0,4.219827957643627,0,0,TRUE
45000_CP40_Water_125,125,CP40,2023-03-15,12:00:00,12:05:00,surface,water,LGR3,original,NA,NA,NA,NA,NA,NA,NA,NA,water,Water 6,NA,Floating 8 in,NA,2.54,463.3,22.2,NA,NA,23.7,NA,NA,NA,3370,324.3,4318,4.318,70,29,2.942744488036672,HM,NA,valid,FALSE,FALSE,36.69936053965756,2.780372504162848,0.01942487186692068,0.9911463898947248,5.55405551861844e-189,2.942744488036672,0.0801851706613995,0.9913577190311392,0.0270363179756882,0.9,184,5.497384655056602,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.058399363261835,1,0.027,60,0.16159702898416822,LM,SE | g-fact. > 2 | Intercept (LM),valid,FALSE,TRUE,9.629954868631073,0.16159702898416822,0.01678066316910369,0.3339061071312375,5.3431635779262736e-18,3.5387286152187594,0.27442626963440137,0.888816282423754,0.01051412365721208,0.35,184,5.497384655056602,Noise (LM.RMSE) | Noise (LM.MAE) | Intercept (LM),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE) | Exaggerated curvature (g-fact),3,1,21.898475717430745,1,0.011,60,2023,3,2023-03,dry,ghost,NA,valid,NA,LGR3_final_complete_dataset_soil.csv,0,2.942744488036672,0,0,FALSE
45000_CP40_Water_126,126,CP40,2023-03-15,12:11:00,12:16:00,surface,water,LGR3,original,NA,NA,NA,NA,NA,NA,NA,NA,water,Water 7,NA,Floating 8 in,NA,2.54,463.3,22.2,NA,NA,23.7,NA,NA,NA,3370,324.3,4318,4.318,70,29,3.722922533404868,HM,NA,valid,FALSE,FALSE,84.06887831066565,2.780960549852152,0.01372097411966735,0.9902369610159836,0,3.722922533404868,0.04428419420141767,0.99588755365661,0.01224748378446673,0.9,406,5.497759387693956,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.3387182114477656,1,0.012,60,0.14465329884365452,HM,NA,valid,FALSE,FALSE,17.22744591219949,0.10472493069349184,0.00170596976069942,0.9029336541149304,6.186927672799656e-207,0.14465329884365452,0.00839667699906806,0.9092989433524952,0.00476291036062595,0.35,406,5.497759387693956,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.3812689861502487,1,0.0048,60,2023,3,2023-03,dry,ghost,NA,valid,23.4 C water temp,LGR3_final_complete_dataset_soil.csv,0,3.722922533404868,0,0,FALSE
45000_CP40_Water_127,127,CP40,2023-03-15,12:20:00,12:21:45,surface,water,LGR3,original,NA,NA,NA,NA,NA,NA,NA,NA,water,Water 8,NA,Floating 8 in,NA,2.54,463.3,22.2,NA,NA,23.7,NA,NA,NA,3370,324.3,4318,4.318,70,29,4.990951303753422,HM,SE | AICc,valid,FALSE,TRUE,6.944455282496978,4.24344508737581,0.1654975043675267,0.6743498471652051,3.4215637212869715e-79,4.990951303753422,0.7186958660865412,0.6758886254459261,0.01158784494102734,0.9,318,5.4977886553540865,Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),2,2,1.176155505959399,1,0.012,60,0.2118349582644792,HM,SE | AICc,valid,FALSE,TRUE,1.9243351204506325,0.21144949684914116,0.02896961359589286,0.14156245131112943,2.363629935276743e-12,0.2118349582644792,0.11008215565637684,0.14151468237095044,0.00450638414373285,0.35,318,5.4977886553540865,Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),2,2,1.0018229478957474,1,0.0045,60,2023,3,2023-03,dry,ghost,NA,valid,NA,LGR3_final_complete_dataset_soil.csv,0,4.990951303753422,0,0,FALSE
45000_CP40_Water_128,128,CP40,2023-03-15,12:24:00,12:27:00,surface,water,LGR3,original,NA,NA,NA,NA,NA,NA,NA,NA,water,Water 9,NA,Floating 8 in,NA,2.54,463.3,22.2,NA,NA,23.7,NA,NA,NA,3370,324.3,4318,4.318,70,29,2.264860303734137,LM,SE | g-fact. > 2 | Intercept,valid,FALSE,TRUE,7.339286797207279,2.264860303734137,0.30859405911156845,0.19094182057364484,3.964656689641923e-12,11.273214891726216,3.6557557566447425,0.2858454218943859,0.02219356376501348,0.9,225,5.499071910664452,Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE) | Exaggerated curvature (g-fact),3,1,4.977443806639976,1,0.022,60,0.23568890511351,HM,AICc,valid,FALSE,TRUE,11.900786261591938,0.2222604489628002,0.00473867307619262,0.9075503425095396,1.6976614455850623e-117,0.23568890511351,0.01980448181597562,0.907763348004872,0.00863083035306079,0.35,225,5.499071910664452,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),3,1,1.0604176596122927,1,0.0086,60,2023,3,2023-03,dry,ghost,NA,valid,NA,LGR3_final_complete_dataset_soil.csv,0,2.264860303734137,0,0,FALSE
45000_CP40_Water_129,129,CP40,2023-03-15,12:30:30,12:33:30,surface,water,LGR3,original,NA,NA,NA,NA,NA,NA,NA,NA,water,Water 10,NA,Floating 8 in,NA,2.54,463.3,22.2,NA,NA,23.7,NA,NA,NA,3370,324.3,4318,4.318,70,29,6.801166214997637,LM,MAE | SE | g-fact. > 2 | Intercept,valid,FALSE,TRUE,17.82511395472508,5.484896351290752,0.30770610304215285,0.5272455698525762,3.6041202002532095e-48,11.804592400403717,2.0694130726223885,0.5674999052794123,0.01742799524836446,0.9,285,5.4995007228172295,Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE) | Exaggerated curvature (g-fact),2,2,2.152199721627513,1,0.017,60,0.32879372027307585,HM,NA,valid,FALSE,FALSE,22.67988307482556,0.3048983244969568,0.0034527128346936,0.9648563008723507,5.058264864476075e-208,0.32879372027307585,0.01449715235251956,0.9652132290347748,0.00677755370769728,0.35,285,5.4995007228172295,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.0783716860876271,1,0.0068,60,2023,3,2023-03,dry,ghost,NA,valid,NA,LGR3_final_complete_dataset_soil.csv,0,6.801166214997637,0,0,TRUE
45000_CP40_Water_130,130,CP40,2023-03-15,15:47:00,15:50:00,surface,water,LGR3,original,NA,NA,NA,NA,NA,NA,NA,NA,water,Water 11,NA,Floating 8 in,NA,2.54,463.3,22.65,NA,NA,23.7,NA,NA,NA,3370,324.3,4318,4.318,70,29,6.3622244527132334,HM,SE,valid,FALSE,TRUE,206.66034477897423,30.380606985198597,0.05696700921140741,0.9991989819439964,0,32.920400285510155,0.15929713231011455,0.9996498259177272,0.02165317902452859,0.9,229,5.4854720195472435,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),3,1,1.083599162503532,1,0.022,60,1.7005813589798522,HM,NA,valid,FALSE,FALSE,123.2495816221204,1.637712606374051,0.0035326682535872,0.9989402419924908,0,1.7005813589798522,0.01379786719433892,0.9990366839170558,0.00842068073176112,0.35,229,5.4854720195472435,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.0383881472006218,1,0.0084,60,2023,3,2023-03,dry,ghost,NA,valid,NA,LGR3_final_complete_dataset_soil.csv,0,6.3622244527132334,0,0,TRUE
45000_CP40_Water_131,131,CP40,2023-03-15,16:16:00,16:19:00,surface,water,LGR3,original,NA,NA,NA,NA,NA,NA,NA,NA,water,Water 12,NA,Floating 8 in,NA,2.54,463.3,22.8,NA,NA,23.7,NA,NA,NA,3370,324.3,4318,4.318,70,29,4.855903363444211,HM,NA,valid,FALSE,FALSE,71.18943199878382,4.604864168823625,0.01697512345997794,0.9972354402355438,7.18906946389388e-262,4.855903363444211,0.06821101429109827,0.9974233542151896,0.02419103312105428,0.9,205,5.483300840772305,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.0545160911195166,1,0.024,60,0.2231548802040683,HM,AICc,valid,FALSE,TRUE,10.501742382472262,0.2222072350273412,0.00528674415346369,0.8964260129815242,4.00281265575237e-102,0.2231548802040683,0.02124931959638629,0.8962373984797006,0.00940762399152111,0.35,205,5.483300840772305,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),3,1,1.0042646909161643,1,0.0094,60,2023,3,2023-03,dry,ghost,NA,valid,NA,LGR3_final_complete_dataset_soil.csv,0,4.855903363444211,0,0,FALSE
45007_BL60_Water_168,168,BL60,2023-03-16,15:08:30,15:10:30,surface,water,LGR3,rescued,NA,NA,NA,NA,NA,NA,NA,NA,water,1,NA,Floating 8 in,3,2.54,463.3,26.7,NA,23.9,NA,NA,NA,NA,3370,324.3,4318,4.318,70,29,0.8164056218304612,LM,SE | g-fact. > 2 | p-value | Intercept,valid,FALSE,TRUE,1.0633012113376172,0.8164056218304612,0.7678027760388187,4.440531665921288e-4,0.28852088755731475,40.820976407033065,27.668737350856983,0.05861257081332738,0.01660800239814814,0.9,295,5.414079610767306,Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE) | No detect. flux (p-val.),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE) | Exaggerated curvature (g-fact),3,1,50.00085167898336,1,0.017,60,0.13434440459905236,LM,SE | g-fact. > 2 | p-value | Intercept,valid,FALSE,TRUE,1.8595068681109916,0.13434440459905236,0.07224732906500538,0.00829044325769512,0.06395751010015187,6.232797505920152,2.3234758291998023,0.19860551293843343,0.00636336664845949,0.35,295,5.414079610767306,Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE) | No detect. flux (p-val.),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE) | Exaggerated curvature (g-fact),3,1,46.39417268267916,1,0.0064,60,2023,3,2023-03,dry,regenerating,92.50693802035153,valid,3 pneum,LGR3_final_complete_dataset_soil.csv,0,0.8164056218304612,0,0,FALSE
45007_BL60_Water_169,169,BL60,2023-03-16,15:13:30,15:15:30,surface,water,LGR3,rescued,NA,NA,NA,NA,NA,NA,NA,NA,water,2,NA,Floating 8 in,0,2.54,463.3,26.7,NA,24.3,NA,NA,NA,NA,3370,324.3,4318,4.318,70,29,17.841059602733377,HM,SE | Intercept (LM),valid,FALSE,TRUE,100.398728804449,8.888421842225085,0.09566261078461424,0.9727295140495944,1.001621541154349e-190,16.169306775329876,0.16105091137979988,0.9980293812153856,0.02016021368952405,0.9,243,5.414383789351558,Noise (LM.RMSE) | Noise (LM.MAE) | Intercept (LM),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),3,1,1.8191425949786073,1,0.02,60,1.2134706659875314,HM,SE | Intercept,valid,FALSE,TRUE,44.46284007704409,1.0546062286682507,0.00473654960742005,0.9951420539363968,5.1567542142789794e-281,1.2134706659875314,0.02729179386392907,0.9958459480118336,0.0065299175992193,0.35,243,5.414383789351558,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),3,1,1.150638629851346,1,0.0065,60,2023,3,2023-03,dry,regenerating,0,valid,RDA & FMA,LGR3_final_complete_dataset_soil.csv,0,17.841059602733377,0,0,TRUE
45007_BL60_Water_170,170,BL60,2023-03-16,15:18:30,15:20:30,surface,water,LGR3,rescued,NA,NA,NA,NA,NA,NA,NA,NA,water,3,NA,Floating 8 in,0,2.54,463.3,26.7,NA,24.7,NA,NA,NA,NA,3370,324.3,4318,4.318,70,29,6.51949721642627,HM,Intercept (LM),valid,FALSE,TRUE,69.14085432263137,3.381775351333142,0.03870398666260959,0.9638864071100168,8.577211343996348e-208,6.51949721642627,0.0942929803268614,0.9949974139517012,0.01707083399068905,0.9,287,5.41450815692223,Noise (LM.RMSE) | Noise (LM.MAE) | Intercept (LM),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.9278327325486584,1,0.017,60,1.4700265688206546,HM,SE | Intercept,valid,FALSE,TRUE,28.628663105530677,0.9766863674987564,0.00341285898510728,0.9965199634831012,0,1.4700265688206546,0.05134806901048289,0.9976423240418398,0.00319596238329881,0.35,287,5.41450815692223,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),3,1,1.5051162970415128,1,0.0032,60,2023,3,2023-03,dry,regenerating,0,valid,LGR3 time = 15:20,LGR3_final_complete_dataset_soil.csv,0,6.51949721642627,0,0,FALSE
