no,index,flux_id,plot,date,start_time,end_time,component,status,species,analyzer,chamber,chamber_class,chamber_vol,chamber_area,height,diameter,stem_temp,air_temp,soil_temp,lenticels,above,water_depth,datetime,date_only,time_period,analyzer_cell_volume_cm3,tubing_volume_cm3,filter_volume_cm3,chamber_volume_cm3,surface_area_cm2,total_system_volume_cm3,analyzer_cell_volume_L,tubing_volume_L,chamber_volume_L,filter_volume_L,total_system_volume_L,CH4_LM.flux,CH4_LM.C0,CH4_LM.Ct,CH4_LM.slope,CH4_LM.MAE,CH4_LM.RMSE,CH4_LM.AICc,CH4_LM.SE,CH4_LM.se.rel,CH4_LM.r2,CH4_LM.p.val,CH4_HM.flux,CH4_HM.C0,CH4_HM.Ci,CH4_HM.slope,CH4_HM.MAE,CH4_HM.RMSE,CH4_HM.AICc,CH4_HM.SE,CH4_HM.se.rel,CH4_HM.r2,CH4_HM.k,CH4_C0,CH4_Ct,CH4_MDF,CH4_prec,CH4_flux.term,CH4_nb.obs,CH4_k.max,CH4_k.mult,CH4_g.fact,CH4_HM.diagnose,CH4_LM.diagnose,CH4_best.flux,CH4_model,CH4_quality.check,CH4_HM.score,CH4_LM.score,CH4_RMSE.lim,CH4_MAE.lim,CH4_SE.lim,CH4_g.limit,CH4_g.reverse,CH4_k.ratio.lim,CH4_p.val.lim,CH4_MDF.lim,CH4_warn.nb.obs,CO2_LM.flux,CO2_LM.C0,CO2_LM.Ct,CO2_LM.slope,CO2_LM.MAE,CO2_LM.RMSE,CO2_LM.AICc,CO2_LM.SE,CO2_LM.se.rel,CO2_LM.r2,CO2_LM.p.val,CO2_HM.flux,CO2_HM.C0,CO2_HM.Ci,CO2_HM.slope,CO2_HM.MAE,CO2_HM.RMSE,CO2_HM.AICc,CO2_HM.SE,CO2_HM.se.rel,CO2_HM.r2,CO2_HM.k,CO2_C0,CO2_Ct,CO2_MDF,CO2_prec,CO2_flux.term,CO2_nb.obs,CO2_k.max,CO2_k.mult,CO2_g.fact,CO2_HM.diagnose,CO2_LM.diagnose,CO2_best.flux,CO2_model,CO2_quality.check,CO2_HM.score,CO2_LM.score,CO2_RMSE.lim,CO2_MAE.lim,CO2_SE.lim,CO2_g.limit,CO2_g.reverse,CO2_k.ratio.lim,CO2_p.val.lim,CO2_MDF.lim,CO2_warn.nb.obs,processing_date,timestamp_correction,primary_gas,notes
59,T1_59,Mar_22_T1_59_FLM30_pneumatophore,FLM30,3/23/22,15:54:00,12:59:00,pneumatophore,dead,AVGE,Picarro,P,NA,NA,NA,NA,NA,34.5,31,NA,NA,sediment,NA,2022-03-23T15:54:00.000000Z,2022-03-23,March_2022,35,29,277,NA,NA,NA,0.035,0.029,NA,0.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
60,T1_60,Mar_22_T1_60_FLM30_pneumatophore,FLM30,3/23/22,13:11:00,13:16:00,pneumatophore,dead,AVGE,Picarro,P,NA,NA,NA,NA,NA,34.3,30.866666666666667,NA,NA,sediment,NA,2022-03-23T13:11:00.000000Z,2022-03-23,March_2022,35,29,277,NA,NA,NA,0.035,0.029,NA,0.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
61,T1_61,Mar_22_T1_61_FLM30_pneumatophore,FLM30,3/23/22,13:21:00,13:26:00,pneumatophore,dead,AVGE,Picarro,P,NA,NA,NA,NA,NA,32.6,30.522222222222226,NA,NA,sediment,NA,2022-03-23T13:21:00.000000Z,2022-03-23,March_2022,35,29,277,NA,NA,NA,0.035,0.029,NA,0.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
62,T1_62,Mar_22_T1_62_BL60_stem,BL60,3/24/22,13:22:00,13:26:00,stem,alive,RHMA,Picarro,RZ,NA,NA,NA,0,3.8,30.3,30.35,NA,NA,sediment,NA,2022-03-24T13:22:00.000000Z,2022-03-24,March_2022,35,29,277,NA,NA,NA,0.035,0.029,NA,0.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
63,T1_63,Mar_22_T1_63_BL60_stem,BL60,3/24/22,12:32:00,13:36:00,stem,alive,RHMA,Picarro,S3,B,NA,NA,50,8,32.1,30.8,24.5,NA,sediment,NA,2022-03-24T12:32:00.000000Z,2022-03-24,March_2022,35,29,277,418.99555555555554,107.68,759.9955555555555,0.035,0.029,0.4189955555555556,0.277,0.7599955555555555,18.03258696178889,2421.212975486016,4787.816640036283,6.396226120406127,21.18299650062396,24.614642882310083,514.9213924347367,0.08697011430394025,0.48229416271902753,0.9987454651322922,8.564064218240806e-79,18.899259940573383,2403.0723476143935,28597.054304029298,6.703638271335892,21.171470516340023,23.00825474514846,509.8270745377585,0.3332179492578108,1.7631269706093122,0.9989038676071726,2.5592284069258023e-4,2427.3221391,4792.6471948,7.599067759203478e-4,0.1,2.81925413866449,55,63.96226120406127,1,1.048061488937831,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),18.899259940573383,HM,SE | nb.obs,1,3,0.1,0.1,0.013483997249264842,2,0.5,1,0.05,7.6e-4,60,3.7931174206884877,911.7967830807213,1409.606975644479,1.3454329528750206,4.941530028613631,5.926439958996037,358.2904326281008,0.02093969687529958,0.5520445204540708,0.9983569865961622,1.0900755985252961e-75,4.024469644867404,906.966539905377,5323.737076350202,1.427494453115829,4.734094083115218,5.4507467048927865,351.4160256823561,0.07965880246827854,1.979361493504397,0.9986101583235811,3.231986903863149e-4,910.22160232,1404.1567731,1.8997669398008695e-4,0.025,2.81925413866449,55,53.817318115000816,1,1.0609926344270468,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),4.024469644867404,HM,SE | nb.obs,1,3,0.025,0.025,0.0033709993123162106,2,0.5,1,0.05,1.9e-4,60,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
64,T1_64,Mar_22_T1_64_BL60_stem,BL60,3/24/22,13:40:00,13:44:00,stem,alive,RHMA,Picarro,S3,B,NA,NA,100,7.6,32.1,31.47,NA,NA,sediment,NA,2022-03-24T13:40:00.000000Z,2022-03-24,March_2022,35,29,277,418.99555555555554,107.68,759.9955555555555,0.035,0.029,0.4189955555555556,0.277,0.7599955555555555,0.09345276226476984,1974.897717561866,1982.172337743494,0.0332174437517252,3.0684242903615067,3.873417326200793,239.56993612035166,0.02670953739024382,28.580789634200976,0.21519048732441215,0.0011615147794403473,0.09354676564503586,1974.8963270678391,3703.497943600583,0.033250856910638706,3.068983031205757,3.873591320647065,242.02321146102872,0.10554473368911736,112.82563641976454,0.21512061797548787,1.9235696989184702e-5,1967.4770801999998,1983.1785249,0.0012788018433827232,0.1,2.813364055441991,42,0.33217443751725206,1,1.0010058919392848,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),0.09354676564503586,HM,SE | AICc | Intercept | nb.obs,2,2,0.1,0.1,0.015430334996209192,2,0.5,1,0.05,0.0013,60,4.111856037945987,660.599919761718,980.6781089204615,1.4615442427339884,4.815416455148657,5.801942843605103,273.51061383429163,0.0400078783840538,0.9729883053989191,0.9961331473477559,4.282060172497741e-50,4.791489204646636,652.3167917266449,1845.9705490580498,1.7031173748659676,3.941324805879514,4.29072730310575,250.61424313017443,0.13060327559195933,2.7257345266541426,0.9978851841393188,0.0014268102156135682,656.15760195,970.14185664,3.197004608456808e-4,0.025,2.813364055441991,42,58.46176970935954,1,1.1652862260810446,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),4.791489204646636,HM,SE | nb.obs,1,3,0.025,0.025,0.003857583749052298,2,0.5,1,0.05,3.2e-4,60,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
65,T1_65,Mar_22_T1_65_BL60_stem,BL60,3/24/22,13:50:00,12:54:00,stem,alive,RHMA,Picarro,S3,B,NA,NA,0,6.4,30.6,31.317142857142855,NA,NA,sediment,NA,2022-03-24T13:50:00.000000Z,2022-03-24,March_2022,35,29,277,418.99555555555554,107.68,759.9955555555555,0.035,0.029,0.4189955555555556,0.277,0.7599955555555555,0.16406540885450843,1985.1299864812202,2002.0348314037878,0.0582925686985093,2.9353319363912256,3.9154305870902437,323.81330800918425,0.017586680937097095,10.719310706556547,0.6057156479218702,6.324312048261404e-13,0.16498094855592332,1985.1140169752732,3306.453175729526,0.058617860673908374,2.9344725193923495,3.9160565385785917,326.147932068541,0.06946298945518091,42.10364291343321,0.6055906181631452,4.436246385763122e-5,1983.8351929,2001.3943841000003,9.671878739353532e-4,0.1,2.814516713151878,57,0.5829256869850931,1,1.0055803335255562,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),0.16498094855592332,HM,SE | AICc | nb.obs,2,2,0.1,0.1,0.013245323570650438,2,0.5,1,0.05,9.7e-4,60,1.9876455227790004,695.7571695911553,900.5586543051688,0.7062120162552193,2.69461766191346,3.2712182881670433,303.32034577525786,0.014693115107001345,0.739222106689243,0.9969490539437262,4.33676889014555e-71,2.3068123156031213,690.5431885911703,1472.4350889959342,0.8196122285661626,1.8914217202345514,2.2156950439658893,261.2227639564607,0.043704862469466636,1.8945998412549614,0.9986002984277296,0.0010482423825363479,691.75648935,897.17577925,2.417969684838383e-4,0.025,2.814516713151878,57,28.248480650208773,1,1.1605753084070454,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),2.3068123156031213,HM,SE | nb.obs,1,3,0.025,0.025,0.0033113308926626095,2,0.5,1,0.05,2.4e-4,60,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
66,T1_66,Mar_22_T1_66_BL60_stem,BL60,3/24/22,14:00:00,14:05:00,stem,dead,RHMA,Picarro,S3,B,NA,NA,100,11.5,30.8,30.57742857142857,NA,NA,sediment,NA,2022-03-24T14:00:00.000000Z,2022-03-24,March_2022,35,29,277,418.99555555555554,107.68,759.9955555555555,0.035,0.029,0.4189955555555556,0.277,0.7599955555555555,0.9809533275325583,2059.2129564559255,2204.2203462855587,0.34773954395595524,4.591733794680873,5.676516262339879,517.4664397872544,0.014765711011197686,1.505240932138803,0.98219274142155,4.348188967713836e-71,1.4090641131957518,2049.6537979425743,2325.028320273317,0.499501146868917,2.703810108277571,3.7803280214528994,453.8237051812691,0.050877246984450154,3.6107119972746142,0.9921024521970606,0.0018138974609603986,2050.8588838,2198.9491371,6.748666743031328e-4,0.1,2.8209426985870953,81,3.4773954395595523,1,1.43642319532168,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),1.4090641131957518,HM,SE,1,3,0.1,0.1,0.011111111111111112,2,0.5,1,0.05,6.7e-4,60,1.0934795951958123,612.7958606174386,774.4372124339918,0.3876291410468902,4.109598687811549,4.921918917488258,494.35888418263823,0.012802858125913648,1.1708364913403808,0.9891506338396331,1.3700022240040845e-79,1.5720937990096915,602.1161143692123,908.4934230245434,0.5572937726799961,1.2370236447974967,1.4862436951905644,302.5871703299496,0.020017024591192124,1.2732716459922073,0.9990107284778883,0.0018189786153743567,600.2894976,766.93391635,1.687166685757832e-4,0.025,2.8209426985870953,81,15.505165641875607,1,1.4376983401580279,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),1.5720937990096915,HM,SE,1,3,0.025,0.025,0.002777777777777778,2,0.5,1,0.05,1.7e-4,60,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
67,T1_67,Mar_22_T1_67_BL60_stem,BL60,3/24/22,14:18:30,14:23:30,stem,dead,RHMA,Picarro,S3,B,NA,NA,50,11.8,30.8,30.4,24.1,NA,sediment,NA,2022-03-24T14:18:30.000000Z,2022-03-24,March_2022,35,29,277,418.99555555555554,107.68,759.9955555555555,0.035,0.029,0.4189955555555556,0.277,0.7599955555555555,0.7736805251027014,1997.1394464563543,2083.210090624969,0.2741103317471803,3.6769826510013455,4.484543690789481,310.1358293649598,0.019432952726941264,2.511754153868828,0.9688084863848916,1.5583736953963645e-39,0.7870329083139288,1996.8987507094976,4525.159796943381,0.2788410003796358,3.6892251293996092,4.483422453342535,312.4608875891916,0.07730796929871815,9.822711157572313,0.9688241010795127,1.1028963990684407e-4,1996.870386,2082.1046639,8.960365103585528e-4,0.1,2.8225150076294416,52,2.741103317471803,1,1.0172582645911308,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),0.7870329083139288,HM,SE | AICc | nb.obs,2,2,0.1,0.1,0.01386750490563073,2,0.5,1,0.05,9e-4,60,1.4561417840076027,503.383593168996,665.3768930956461,0.5159022290657647,2.0729147997924855,2.5227867599896583,250.30747880914555,0.010932036618959046,0.7507535831347292,0.9971335602479932,1.8596766942690693e-65,1.6647919368991115,499.7266330139639,1177.5110241243078,0.5898257165680504,1.562925512397363,1.8537027551720064,220.60792460145345,0.034865707563784785,2.094298199733393,0.9984523885908106,8.702261726650271e-4,500.30385292,660.21819965,2.240091275896382e-4,0.025,2.8225150076294416,52,20.63608916263059,1,1.14328972300847,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),1.6647919368991115,HM,SE | nb.obs,1,3,0.025,0.025,0.0034668762264076823,2,0.5,1,0.05,2.2e-4,60,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
68,T1_68,Mar_22_T1_68_BL60_stem,BL60,3/24/22,14:27:30,14:32:30,stem,dead,RHMA,Picarro,S3,B,NA,NA,0,4.1,29.6,32.11548571428571,NA,NA,sediment,NA,2022-03-24T14:27:30.000000Z,2022-03-24,March_2022,35,29,277,418.99555555555554,107.68,759.9955555555555,0.035,0.029,0.4189955555555556,0.277,0.7599955555555555,3.1025742094722686,2135.0021540772555,2556.2410207922635,1.1056138233989714,7.349451511998052,9.137548616089896,449.4433954413639,0.030040512347182347,0.9682447644754991,0.9944059559132101,2.282539917448804e-68,3.70404298486931,2122.024820108306,3514.6780939627,1.3199494516626162,5.546483619125843,7.048897782477098,420.0750806914724,0.10532463755468738,2.8435047321245803,0.9966710374527259,9.477947429150413e-4,2129.3530161,2545.7148099,7.346074951700779e-4,0.1,2.806200631549697,61,11.056138233989712,1,1.1938612051762487,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),3.70404298486931,HM,SE,1,3,0.1,0.1,0.0128036879932896,2,0.5,1,0.05,7.3e-4,60,2.327649779855506,647.9328160587328,963.9596019393996,0.8294666296080492,8.215071515340712,9.674068417062182,456.4043251723533,0.03180436941462771,1.3663726257221582,0.9889202035873285,1.3041703876719174e-59,3.308027829832442,627.5633273306258,1242.601508110421,1.1788279828037869,3.278162421525562,3.9292278681238817,348.77482487952653,0.06682502542471246,2.020086554957951,0.9981722032417155,0.0019166744758986724,636.64583358,945.86602159,1.8365187379251947e-4,0.025,2.806200631549697,61,33.17866518432196,1,1.421187954674949,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),3.308027829832442,HM,SE,1,3,0.025,0.025,0.0032009219983224,2,0.5,1,0.05,1.8e-4,60,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
69,T1_69,Mar_22_T1_69_BL60_stem,BL60,3/24/22,11:02:00,11:06:00,stem,alive,RHMA,Picarro,S3,B,NA,NA,170,9.5,31.1,31.3,NA,NA,sediment,NA,2022-03-24T11:02:00.000000Z,2022-03-24,March_2022,35,29,277,418.99555555555554,107.68,759.9955555555555,0.035,0.029,0.4189955555555556,0.277,0.7599955555555555,0.05246496940812982,1960.1145595448268,1965.0822958631218,0.018605754001105323,2.0315440232637303,2.482401687727571,388.12676005404234,0.010078837063969972,19.210603146579142,0.24367488442839425,1.4640293137996927e-6,0.30658261693367567,1957.5009354124309,1964.0882971586086,0.1087239889021868,1.8473637470497346,2.3289736705726605,379.87554043673026,0.14163488467118465,46.197950192924715,0.3342769958536346,0.016504936739700507,1959.5731776,1967.4765572,0.0010521734900543944,0.1,2.819824953345777,82,0.18605754001105324,1,5.843568011042593,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE) | Exaggerated curvature (g-fact) | Intercept (HM),Noise (LM.RMSE) | Noise (LM.MAE),0.05246496940812982,LM,SE | g-fact. > 2 | Intercept (HM),1,3,0.1,0.1,0.011043152607484653,2,0.5,1,0.05,0.0011,60,3.639385537533498,975.3322252251023,1319.9337358147877,1.2906423617591214,2.804169412746847,3.384981151264462,438.9867391913116,0.01374341375002646,0.3776300589285936,0.9988462201739923,1.6534681869976895e-119,3.9530224894953285,970.4793569240594,3220.441455460835,1.4018680431936,2.2412973493365693,2.595248963438104,397.6293220411899,0.044716376715430724,1.1311945943707378,0.9993217832927127,6.23062959196193e-4,972.90782172,1316.5102772,2.630433725135986e-4,0.025,2.819824953345777,82,51.625694470364856,1,1.0861785454514912,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),3.9530224894953285,HM,SE,1,3,0.025,0.025,0.0027607881518711633,2,0.5,1,0.05,2.6e-4,60,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
70,T1_70,Mar_22_T1_70_BL60_stem,BL60,3/24/22,11:10:00,11:15:00,stem,alive,RHMA,Picarro,S3,B,NA,NA,50,5.4,30.4,31.3,NA,NA,sediment,NA,2022-03-24T11:10:00.000000Z,2022-03-24,March_2022,35,29,277,418.99555555555554,107.68,759.9955555555555,0.035,0.029,0.4189955555555556,0.277,0.7599955555555555,0.06589749564585975,1967.8172293520684,1975.1573008509765,0.023376023881873334,2.0960423229710137,2.5612548726313764,492.2862106230311,0.00787681847310211,11.9531378179119,0.4034740219386074,3.467258017109718e-13,0.06634013313299383,1967.8088282166188,2463.7409332527473,0.023533042056370662,2.0958289704044213,2.56139780718561,494.46344545483106,0.03145469781657803,47.41428202068868,0.4034080089769685,4.7452144794409494e-5,1968.0006341,1977.7260011,8.949272123133212e-4,0.1,2.819020718786962,103,0.23376023881873334,1,1.0067170608351015,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.06634013313299383,HM,AICc,1,3,0.1,0.1,0.009853292781642932,2,0.5,1,0.05,8.9e-4,60,3.2798966106712837,535.8787226594637,901.2139360146705,1.1634879406216776,4.419637457553645,5.273202844010381,641.047175298885,0.016217074691767152,0.4944385941619076,0.997512553217413,1.4747452480820959e-133,3.8744831509050943,525.3237029235157,1795.6090134291007,1.3744074760019156,2.0191970291354986,2.3672154309360254,478.22265529532126,0.03274540613235243,0.8451554660833402,0.9994987199635815,0.0010819675427521781,530.10115366,892.01563798,2.237318030783303e-4,0.025,2.819020718786962,103,46.5395176248671,1,1.18128209843545,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),3.8744831509050943,HM,SE,1,3,0.025,0.025,0.002463323195410733,2,0.5,1,0.05,2.2e-4,60,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
71,T1_71,Mar_22_T1_71_BL60_stem,BL60,3/24/22,11:42:00,11:47:00,stem,alive,RHMA,Picarro,RZ,NA,NA,NA,0,3.8,39.5,31.3,NA,NA,sediment,NA,2022-03-24T11:42:00.000000Z,2022-03-24,March_2022,35,29,277,NA,NA,NA,0.035,0.029,NA,0.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
72,T1_72,Mar_22_T1_72_BL60_stem,BL60,3/24/22,11:53:00,11:58:00,stem,alive,RHMA,Picarro,S3,B,NA,NA,100,7,30,30.8,NA,NA,sediment,NA,2022-03-24T11:53:00.000000Z,2022-03-24,March_2022,35,29,277,418.99555555555554,107.68,759.9955555555555,0.035,0.029,0.4189955555555556,0.277,0.7599955555555555,0.22250391208708545,1985.3746970135178,2004.6144295150864,0.07885136271134671,2.31236752906903,2.8158053338922335,247.04364370444776,0.016091724927614855,7.2321087645940985,0.7984819928990611,3.512876560371524e-18,0.22505077094469345,1985.3383235559706,2811.152914123124,0.07975392343341282,2.313942820728545,2.8161612097453412,249.4317862378856,0.06427734555463266,28.561264324852687,0.7984313966759566,9.657606482665726e-5,1985.6511909,2004.5287397,0.001151760986469071,0.1,2.821814416849224,49,0.788513627113467,1,1.0114463554088486,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),0.22505077094469345,HM,SE | AICc | nb.obs,2,2,0.1,0.1,0.014285714285714287,2,0.5,1,0.05,0.0012,60,2.1824273991615444,701.8624145535078,890.5751386135147,0.7734128035246184,2.14532765269747,2.5986341108492677,239.17793415797314,0.014850637860501894,0.6804642329090665,0.9977822741202634,3.0060721168755145e-64,2.362811830504965,699.3599823793446,1975.8511104253778,0.8373377839437184,2.0166885468121034,2.3153704845466496,230.24289886613397,0.055555741108670814,2.3512554149010585,0.9982394085832454,6.559683538305971e-4,697.92160784,890.99166372,2.8794024661726777e-4,0.025,2.821814416849224,49,30.936512140984732,1,1.082653118913702,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),2.362811830504965,HM,SE | nb.obs,1,3,0.025,0.025,0.0035714285714285718,2,0.5,1,0.05,2.9e-4,60,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
73,T1_73,Mar_22_T1_73_BL60_stem,BL60,3/24/22,13:01:00,13:14:00,stem,alive,RHMA,Picarro,RZ,NA,NA,NA,0,2.9,29.5,31.516666666666666,NA,NA,sediment,NA,2022-03-24T13:01:00.000000Z,2022-03-24,March_2022,35,29,277,NA,NA,NA,0.035,0.029,NA,0.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
